Name,Tree,NodeId,Kind,NodeName,Description,MaxPoints,Threshold,PositionX,PositionY,Option1Name,Option1Description,Option2Name,Option2Description,Option3Name,Option3Description
Bulwark_keystone_jg_t3,Bulwark,keystone_jg_t3,keystone,The Inevitable,"After 10 seconds in continuous combat, you emit an aura that deals flat damage per second to all nearby enemies equal to 1% of your Maximum HP. This damage increases by 0.5% of your Maximum HP for every additional 10 seconds in combat, up to a maximum of 3% of your Maximum HP per second.",1,0,-163.29172550025456,-668.0636908822032,,,,,,
Bulwark_keystone_jg_final,Bulwark,keystone_jg_final,keystone,Titanfall,"When you absorb a single hit exceeding 5,000 flat damage, you become unkillable for 2 seconds and your next attack deals damage equal to the full amount of that hit. Requires 25,000 Maximum HP to activate. Can only trigger once every 30 seconds.",1,0,0.0,-670.0,,,,,,
Bulwark_basic_tw_stem_001,Bulwark,basic_tw_stem_001,basic,Barbed Skin,+2% damage reflected to attackers per point (multiplicative).,8,0,480.0,170.0,,,,,,
Bulwark_basic_tw_stem_002,Bulwark,basic_tw_stem_002,basic,Thick Hide,"+3% damage reduction per point (multiplicative). At 6 points: Each hit you survive increases your retaliation damage by 1% for 5 seconds, stacking up to 10 times.",8,0,480.0,50.0,,,,,,
Bulwark_basic_tw_t2_001,Bulwark,basic_tw_t2_001,basic,Absorb and Return,+3% bonus retaliation damage per point for hits that deal more than 10% of your max HP in a single strike.,8,0,480.0,-70.0,,,,,,
Bulwark_basic_tw_stem_003,Bulwark,basic_tw_stem_003,basic,Spiteful,"+3% Resolve generated from taking hits per point. At 5 points: When you reach maximum Resolve from taking hits, your next retaliation deals 50% bonus damage.",6,0,-160.0,-70.0,,,,,,
Bulwark_basic_tw_resolve_001,Bulwark,basic_tw_resolve_001,basic,Vengeful Discharge,"Passively drains 10 Resolve per second to increase your retaliation damage by +3% per point. When this drain reduces you to 0 Resolve, automatically trigger a retaliation pulse hitting all nearby enemies for 100% of your retaliation damage. At 5 points: This pulse also applies a bleed stack to all enemies hit.",6,0,480.0,-310.0,,,,,,
Bulwark_basic_tw_t2_002,Bulwark,basic_tw_t2_002,basic,Martyrdom,+5% retaliation damage per point for 5 seconds after taking a hit that reduces you below 50% HP.,6,0,640.0,-70.0,,,,,,
Bulwark_basic_tw_stem_004,Bulwark,basic_tw_stem_004,basic,Wrath Incarnate,"+2% retaliation damage per point for each unique enemy that has hit you in the last 10 seconds. While at maximum Resolve, your retaliation damage hits all nearby enemies rather than just your attacker.",10,0,-160.0,-310.0,,,,,,
Bulwark_basic_tw_t2_003,Bulwark,basic_tw_t2_003,basic,Pain is Power,+2% damage per point for every 10% of missing HP. At 5 points: This bonus also applies to retaliation damage.,8,0,480.0,-190.0,,,,,,
Bulwark_basic_tw_t1_001,Bulwark,basic_tw_t1_001,basic,Serrated Edge,+10% bleed duration per point applied by your retaliation damage.,6,0,0.0,-430.0,,,,,,
Bulwark_basic_tw_t3_001,Bulwark,basic_tw_t3_001,basic,Aura of Pain,+5% aura retaliation damage per point. Enemies within 3 meters take retaliation damage equal to a percentage of damage dealt to you.,8,0,640.0,-430.0,,,,,,
Bulwark_basic_tw_t1_002,Bulwark,basic_tw_t1_002,basic,Blood Price,+5% bleed damage per point for each bleed stack on the target.,8,0,0.0,-550.0,,,,,,
Bulwark_basic_tw_t3_002,Bulwark,basic_tw_t3_002,basic,Spreading Thorns,"+1 meter to retaliation aura radius per point. At 4 points: Enemies killed within the aura explode, dealing retaliation damage to nearby enemies.",6,0,800.0,-550.0,,,,,,
Bulwark_basic_tw_stem_005,Bulwark,basic_tw_stem_005,basic,Endless Spite,+1% retaliation damage per point for every 10 Resolve currently held.,6,0,-160.0,-190.0,,,,,,
Bulwark_basic_tw_t1_003,Bulwark,basic_tw_t1_003,basic,Open Wounds,+3% retaliation damage per point for each bleed stack on any nearby enemy. At 5 points: Enemies with 5 or more bleed stacks take 20% increased damage from all sources.,8,0,160.0,-550.0,,,,,,
Bulwark_basic_tw_final_001,Bulwark,basic_tw_final_001,basic,Undying Rage,"+3% retaliation damage per point for every 10% HP missing. At 6 points: While below 25% HP, retaliation damage is doubled and cannot be reduced by enemy resistances.",12,0,640.0,-310.0,,,,,,
Bulwark_keystone_tw_t2,Bulwark,keystone_tw_t2,keystone,Flesh Fortress,"Convert all of your Armor into flat HP. For every 1% Armor lost this way, gain 3% Maximum HP. You can no longer equip shields. Gain 50% increased Resolve from all sources.",1,0,160.0,50.0,,,,,,
Bulwark_keystone_tw_t1,Bulwark,keystone_tw_t1,keystone,Hemorrhage,Your retaliation damage no longer deals instant damage. Instead it is converted into a bleed whose total damage equals the amount that would have been reflected.,1,0,160.0,-670.0,,,,,,
Bulwark_keystone_tw_t3,Bulwark,keystone_tw_t3,keystone,Wrathful Presence,"Your retaliation aura now pulses every second, dealing damage equal to 5% of all damage you have taken in the last 5 seconds to all nearby enemies.",1,0,800.0,-670.0,,,,,,
Bulwark_keystone_tw_final,Bulwark,keystone_tw_final,keystone,Blood for Blood,"50% of all damage you take is reflected back to the attacker. This reflection ignores resistances and cannot be blocked or evaded. The reflection percentage increases by 1% for every 5 Resolve currently held, up to a maximum of 100% at full Resolve.",1,0,0.0,410.0,,,,,,
Bulwark_capstone_25,Bulwark,capstone_25,capstone,First Oath,Unlocks at 25 points spent. Choose one of three oaths.,1,25,-1200.0,770.0,Shield Oath,Blocking an attack restores 50 HP.,Flesh Oath,Regenerate 1% of your current HP per second.,Blood Oath,Your retaliation damage ignores 25% of enemy resistances.
Bulwark_capstone_50,Bulwark,capstone_50,capstone,Second Oath,Unlocks at 50 points spent. Choose one of three oaths.,1,50,-1200.0,530.0,Iron Aegis,Your Block Chance is doubled while you have not attacked in the last 3 seconds.,Titan's Blood,Your HP regeneration is doubled.,Thornwall,"Enemies that hit you are inflicted with a stack of Exposed. Each stack of Exposed increases the retaliation damage they take from you by 5%, stacking up to 10 times."
Bulwark_capstone_100,Bulwark,capstone_100,capstone,Third Oath,Unlocks at 100 points spent. Choose one of three oaths.,1,100,-1200.0,290.0,Bastion,Your Maximum HP is increased by 1% for every 1% Block Chance you have.,Bloodied but Unbroken,Your retaliation damage is increased by 1% for every 75 HP you are missing.,Spiteful Guard,Blocked damage is stored and added to your next retaliation hit.
Bulwark_capstone_200,Bulwark,capstone_200,capstone,Final Oath,Unlocks at 200 points spent. Choose one of three oaths.,1,200,-1200.0,50.0,The Unbreakable Wall,You may equip a shield in your primary weapon slot. You may now block AOE damage.,Colossus Eternal,"All healing, regeneration, and HP bonuses are doubled. While above 50% HP, you are immune to instant-kill effects. While above 75% HP, your attacks deal bonus damage equal to 2% of your current HP.",Wrath Incarnate,"Your retaliation damage percentage is added to your total Armor, and your Armor contributes to your retaliation damage proportional to the damage reduction it provides. When you take a hit that would deal more than 10% of your Maximum HP in a single strike, you erupt — instantly retaliating against all nearby enemies for 200% of your retaliation damage."
Saboteur_basic_trunk_000,Saboteur,basic_trunk_000,basic,Preparation,"Unlocks the Preparation resource. Preparation is generated by placing traps and gadgets, and whenever your traps or gadgets deal damage or trigger. It does not decay.",1,0,0.0,770.0,,,,,,
Saboteur_basic_trunk_001,Saboteur,basic_trunk_001,basic,Hair Trigger,+10% trap trigger radius per point. At 5 points: Traps arm instantly upon placement instead of after a 1 second delay.,8,0,-160.0,650.0,,,,,,
Saboteur_basic_trunk_002,Saboteur,basic_trunk_002,basic,Overkill,"When Preparation is generated while already at maximum, gain a stack of Overkill granting +5% damage. Stacks up to 4 times and lasts 2 seconds.",8,0,0.0,650.0,,,,,,
Saboteur_basic_trunk_003,Saboteur,basic_trunk_003,basic,Calculated,+5 maximum Preparation per point. At 6 points: Your Preparation cannot be reduced by enemy effects.,8,0,0.0,530.0,,,,,,
Saboteur_basic_trunk_004,Saboteur,basic_trunk_004,basic,Slippery,"+1% evasion chance per point. At 5 points: After successfully evading, gain 3 Preparation.",8,0,-320.0,530.0,,,,,,
Saboteur_basic_trunk_005,Saboteur,basic_trunk_005,basic,Light Footed,+5% of your current evasion chance per point while moving.,6,0,160.0,530.0,,,,,,
Saboteur_basic_trunk_006,Saboteur,basic_trunk_006,basic,Bag of Tricks,+1 to maximum active traps and gadgets per point.,3,0,0.0,410.0,,,,,,
Saboteur_basic_trunk_007,Saboteur,basic_trunk_007,basic,Volatile Mixture,+3% trap and explosive area of effect per point. At 5 points: Trap explosions leave a burning patch for 2 seconds dealing 10% of their damage per second.,8,0,-160.0,290.0,,,,,,
Saboteur_basic_trunk_008,Saboteur,basic_trunk_008,basic,Tinkerer,+3% gadget damage per point. At 6 points: Gadgets remain active 20% longer per point invested beyond 6.,8,0,160.0,290.0,,,,,,
Saboteur_basic_trunk_009,Saboteur,basic_trunk_009,basic,On Your Toes,+2% damage per point for 3 seconds after successfully evading.,6,0,-320.0,410.0,,,,,,
Saboteur_basic_trunk_010,Saboteur,basic_trunk_010,basic,Prepared,+2% to all damage per point while above 50% of your maximum Preparation.,10,0,320.0,410.0,,,,,,
Saboteur_basic_trap_stem_001,Saboteur,basic_trap_stem_001,basic,Trapsmith,+6% trap arming speed per point. At 4 points: Traps can be placed while moving without interrupting your movement.,8,0,-160.0,170.0,,,,,,
Saboteur_basic_trap_stem_002,Saboteur,basic_trap_stem_002,basic,Hair Wire,+10% trap trigger radius per point. At 4 points: Traps trigger 20% faster after detecting an enemy.,6,0,-320.0,50.0,,,,,,
Saboteur_basic_trap_stem_003,Saboteur,basic_trap_stem_003,basic,Volatile Casing,"Each active trap on the battlefield reduces the trigger delay of all your other traps by 0.1 seconds per point, to a minimum of 0.1 seconds.",8,0,-160.0,50.0,,,,,,
Saboteur_basic_trap_stem_004,Saboteur,basic_trap_stem_004,basic,Ambush,+5% trap damage per point against enemies that have not yet triggered one of your traps.,8,0,-320.0,-70.0,,,,,,
Saboteur_basic_trap_stem_005,Saboteur,basic_trap_stem_005,basic,Tripwire Network,+1 Preparation per point when a trap is triggered.,5,0,-160.0,-70.0,,,,,,
Saboteur_basic_trap_qty_001,Saboteur,basic_trap_qty_001,basic,Minefield,+10% trap placement speed per point. At 6 points: Your maximum active trap limit is increased by 1.,8,0,-320.0,-190.0,,,,,,
Saboteur_basic_trap_qty_002,Saboteur,basic_trap_qty_002,basic,Chain Reaction,"When a trap is triggered, the nearest inactive trap within 8 meters is also triggered. At 4 points: This chain can occur once per second.",6,0,-480.0,-310.0,,,,,,
Saboteur_basic_trap_qty_003,Saboteur,basic_trap_qty_003,keystone,Saturation,Your evasion chance cap is increased by 5% for each active trap on the battlefield. Bonus evasion from this effect is not subject to the normal 60% cap.,1,0,-320.0,-310.0,,,,,,
Saboteur_basic_trap_qty_004,Saboteur,basic_trap_qty_004,basic,Scattershot,"When you deploy a trap, there is a 10% chance per point to spend 20 Preparation to deploy an additional trap at a random nearby location.",6,0,-480.0,-430.0,,,,,,
Saboteur_keystone_trap_qty,Saboteur,keystone_trap_qty,keystone,Overwhelming Presence,"While at maximum active traps, you deal 50% more trap damage and trap trigger radius is doubled.",1,0,-480.0,-670.0,,,,,,
Saboteur_basic_trap_ql_001,Saboteur,basic_trap_ql_001,basic,Hair Trigger Mechanism,+10% trap damage per point against the first enemy to trigger each trap.,6,0,-160.0,-190.0,,,,,,
Saboteur_basic_trap_ql_002,Saboteur,basic_trap_ql_002,basic,Reinforced Housing,"Traps are not consumed when triggered. Instead each subsequent trigger costs 15 Preparation, reduced by 1 Preparation per point. At 5 points: Each subsequent trigger deals 20% more damage than the last.",8,0,-160.0,-310.0,,,,,,
Saboteur_basic_trap_ql_003,Saboteur,basic_trap_ql_003,basic,Delayed Fuse,Your traps have a 1 second additional arming delay but deal +15% damage per point and cannot be accidentally triggered by you or your gadgets during the arming period.,6,0,-640.0,-430.0,,,,,,
Saboteur_basic_trap_ql_004,Saboteur,basic_trap_ql_004,basic,Marked Territory,Enemies that trigger a trap are marked for 5 seconds. Marked enemies take +5% increased damage per point from all sources.,8,0,-160.0,-430.0,,,,,,
Saboteur_keystone_trap_ql,Saboteur,keystone_trap_ql,keystone,Precision Placement,You may only have one active trap at a time. That trap gains +10% damage and +25% area of effect for each point of your maximum trap limit. Your maximum trap limit still benefits from all other sources.,1,0,-320.0,-550.0,,,,,,
Saboteur_basic_trap_deep_001,Saboteur,basic_trap_deep_001,basic,Bigger Traps,+15% area of effect for traps per point.,6,0,0.0,-550.0,,,,,,
Saboteur_basic_trap_deep_002,Saboteur,basic_trap_deep_002,basic,Death Ground,+3% DoT damage per point applied by traps. At 6 points: Enemies standing in an area where a trap was triggered continue to take DoT damage for 3 seconds.,8,0,-640.0,-550.0,,,,,,
Saboteur_keystone_trap_deep_001,Saboteur,keystone_trap_deep_001,keystone,The Last Surprise,"When your last active trap is triggered, it deals damage equal to the combined total damage of all traps triggered in the last 10 seconds. This can only occur once every 30 seconds.",1,0,0.0,-670.0,,,,,,
Saboteur_keystone_trap_deep_002,Saboteur,keystone_trap_deep_002,keystone,Calculated Chaos,Your traps no longer have a maximum active limit. Instead each active trap beyond your normal maximum drains 5 Preparation per second. When you reach 0 Preparation all excess traps are immediately triggered simultaneously.,1,0,-640.0,-670.0,,,,,,
Saboteur_basic_gadget_stem_001,Saboteur,basic_gadget_stem_001,basic,Field Engineer,+12% gadget deployment speed per point. At 4 points: Deploying a gadget does not interrupt any action you are currently performing.,8,0,160.0,170.0,,,,,,
Saboteur_basic_gadget_stem_002,Saboteur,basic_gadget_stem_002,basic,Reinforced Frame,"+8% gadget HP per point. At 5 points: When a gadget is destroyed, gain 10 Preparation.",8,0,320.0,50.0,,,,,,
Saboteur_basic_gadget_stem_003,Saboteur,basic_gadget_stem_003,basic,Efficient Design,Each active gadget on the battlefield extends the active duration of all your other gadgets by 2 seconds per point.,6,0,160.0,50.0,,,,,,
Saboteur_basic_gadget_stem_004,Saboteur,basic_gadget_stem_004,basic,Overcharge,"When a gadget is deployed, it automatically consumes 2 Preparation per point to grant +5% damage and +5% HP per Preparation consumed.",6,0,480.0,-70.0,,,,,,
Saboteur_basic_gadget_stem_005,Saboteur,basic_gadget_stem_005,basic,Support Network,+3% gadget damage per point for each active trap on the battlefield. At 4 points: Active gadgets increase trap trigger radius by 10%.,6,0,160.0,-70.0,,,,,,
Saboteur_basic_gadget_dep_001,Saboteur,basic_gadget_dep_001,basic,Hot Deploy,+2% gadget attack speed per point for every 10 Preparation spent in the last 5 seconds.,8,0,160.0,-190.0,,,,,,
Saboteur_basic_gadget_dep_002,Saboteur,basic_gadget_dep_002,basic,Overclock,"When a gadget is deployed, it passively drains 2 Preparation per point over 10 seconds, gaining +5% attack speed for each Preparation drained.",6,0,320.0,-310.0,,,,,,
Saboteur_basic_gadget_dep_003,Saboteur,basic_gadget_dep_003,basic,Volatile Construction,"When a gadget is destroyed, it explodes dealing damage equal to +15% of its maximum HP per point to all nearby enemies.",8,0,160.0,-310.0,,,,,,
Saboteur_basic_gadget_dep_004,Saboteur,basic_gadget_dep_004,basic,Last Stand Protocol,"When a gadget is reduced below 25% HP, it gains +8% attack speed and +8% damage per point for 5 seconds.",6,0,320.0,-430.0,,,,,,
Saboteur_basic_gadget_dep_005,Saboteur,basic_gadget_dep_005,basic,Rapid Deployment,"Reduces the Preparation cost of all automatic gadget empowerment effects by 1 per point. At 6 points: Once every 15 seconds, your next gadget deployment costs no Preparation to empower.",8,0,74.80239881694055,-423.80381082305024,,,,,,
Saboteur_keystone_gadget_dep,Saboteur,keystone_gadget_dep,keystone,Forward Operating Base,"When you deploy a gadget, all other active gadgets are pulled to the most recent gadget.",1,0,480.0,-430.0,,,,,,
Saboteur_basic_gadget_sus_001,Saboteur,basic_gadget_sus_001,basic,Steady Power,Gadgets passively drain 1 Preparation per second while active. Your gadgets gain +4% damage per point for each point of Preparation above 50% of your maximum that you currently have.,8,0,480.0,-190.0,,,,,,
Saboteur_basic_gadget_sus_002,Saboteur,basic_gadget_sus_002,basic,Persistent Systems,+15% gadget HP regeneration per point per second while above 50% HP. At 4 points: Gadgets that survive for 20 seconds gain a permanent +10% damage stack.,6,0,480.0,-310.0,,,,,,
Saboteur_basic_gadget_sus_003,Saboteur,basic_gadget_sus_003,keystone,Power Surge,"Your gadgets build a charge over time, gaining one stack every 5 seconds up to a maximum of 5 stacks. At maximum stacks the gadget discharges, dealing 40% of its attack damage to all nearby enemies and resetting to 0 stacks.",1,0,640.0,-310.0,,,,,,
Saboteur_basic_gadget_sus_004,Saboteur,basic_gadget_sus_004,basic,Symbiosis,+2% gadget damage per point for each second a gadget has been continuously active up to a maximum of 20 seconds.,6,0,640.0,-430.0,,,,,,
Saboteur_basic_gadget_sus_005,Saboteur,basic_gadget_sus_005,basic,Redundant Systems,+5% chance per point that a gadget ignores damage from a hit entirely. At 6 points: When a gadget successfully ignores damage gain 5 Preparation.,8,0,320.0,-550.0,,,,,,
Saboteur_keystone_gadget_sus,Saboteur,keystone_gadget_sus,keystone,Siege Mode,After remaining stationary for 3 seconds your gadgets gain +5% damage and +3% range per second stationary up to a maximum of 10 seconds. Moving more than 10 meters from any active gadget resets the bonus.,1,0,640.0,-550.0,,,,,,
Saboteur_basic_gadget_deep_001,Saboteur,basic_gadget_deep_001,basic,Combat Engineer,+8% gadget attack range per point for each active gadget on the battlefield. At 5 points: Gadgets can attack enemies through terrain within their range.,8,0,160.0,-550.0,,,,,,
Saboteur_basic_gadget_deep_002,Saboteur,basic_gadget_deep_002,basic,Coordinated Strike,Once per second when you hit an enemy your nearest active gadget also attacks that enemy dealing +8% bonus damage per point. At 4 points: This effect triggers for all active gadgets simultaneously.,6,0,160.0,-670.0,,,,,,
Saboteur_basic_gadget_deep_003,Saboteur,basic_gadget_deep_003,basic,Scrap and Rebuild,When a gadget is destroyed gain +5 Preparation per point and reduce the deployment cooldown of your next gadget by 2 seconds per point.,6,0,320.0,-670.0,,,,,,
Saboteur_keystone_gadget_deep_001,Saboteur,keystone_gadget_deep_001,keystone,Mechanical Familiar,Your maximum active gadget limit is increased by 1. Your gadgets gain +1% bonus damage and +5% bonus HP per 10 Preparation.,1,0,160.0,-910.0,,,,,,
Saboteur_keystone_gadget_deep_002,Saboteur,keystone_gadget_deep_002,keystone,Army of One,"Each active gadget on the battlefield grants you +15% damage, +8% evasion chance, and +15 maximum Preparation. These bonuses update in real time as gadgets are deployed or destroyed.",1,0,480.0,-550.0,,,,,,
Saboteur_capstone_25,Saboteur,capstone_25,capstone,First Oath,Unlocks at 25 points spent. Choose one of three oaths.,1,25,-1400.0,770.0,,,,,,
Saboteur_capstone_50,Saboteur,capstone_50,capstone,Second Oath,Unlocks at 50 points spent. Choose one of three oaths.,1,50,-1400.0,510.0,,,,,,
Saboteur_capstone_100,Saboteur,capstone_100,capstone,Third Oath,Unlocks at 100 points spent. Choose one of three oaths.,1,100,-1400.0,250.0,,,,,,
Saboteur_capstone_200,Saboteur,capstone_200,capstone,Final Oath,Unlocks at 200 points spent. Choose one of three oaths.,1,200,-1400.0,-10.0,,,,,,
Saboteur_basic_trunk_011,Saboteur,basic_trunk_011,basic,Ghost Step,"+1% movement speed per point. At 5 points: While above 50% maximum Preparation, gain an additional 2% movement speed per point.",8,0,-480.0,410.0,,,,,,
Saboteur_basic_trunk_012,Saboteur,basic_trunk_012,basic,Razor Instincts,+3% evasion chance per point for 3 seconds after placing a trap or gadget.,6,0,160.0,410.0,,,,,,
Saboteur_basic_trunk_013,Saboteur,basic_trunk_013,keystone,Thin Air,You cannot be targeted while moving. Taking damage breaks this effect for 2 seconds.,1,0,-480.0,290.0,,,,,,
Saboteur_basic_trunk_014,Saboteur,basic_trunk_014,basic,Durable Modifications,+3% damage reduction per point. At 4 points: This damage reduction is doubled while above 50% maximum Preparation.,6,0,320.0,290.0,,,,,,
Saboteur_basic_trap_mid_001,Saboteur,basic_trap_mid_001,basic,Pressure Sensitive,Traps apply a 20% slow per point to triggered enemies for 2 seconds. At 4 points: Enemies slowed by your traps also take +15% increased damage from all trap sources.,6,0,0.0,-310.0,,,,,,
Saboteur_basic_trap_mid_002,Saboteur,basic_trap_mid_002,basic,Sprung,+3% movement speed per point for 3 seconds after one of your traps is triggered.,8,0,0.0,-190.0,,,,,,
Saboteur_basic_trap_mid_003,Saboteur,basic_trap_mid_003,keystone,Concealed,"Your traps do not reveal your position when triggered. Additionally, the first enemy to enter each trap's trigger radius is rooted for 0.5 seconds per point before the trap fires.",1,0,-480.0,-70.0,,,,,,
Saboteur_basic_trap_mid_004,Saboteur,basic_trap_mid_004,basic,Hair Wire Expertise,+8% trap attack speed and trigger rate per point for each unique trap type currently active on the battlefield.,8,0,-480.0,-550.0,,,,,,
Saboteur_basic_trap_mid_005,Saboteur,basic_trap_mid_005,basic,Bleeding Ground,+10% chance per point that triggering a trap also applies a bleed stack to the triggering enemy.,6,0,0.0,-70.0,,,,,,
Saboteur_basic_trap_mid_006,Saboteur,basic_trap_mid_006,basic,Snap Back,+4% evasion chance per point while you have at least one active trap on the battlefield.,8,0,0.0,50.0,,,,,,
Saboteur_basic_trap_mid_007,Saboteur,basic_trap_mid_007,basic,Callous Setup,"+5% trap damage per point for every 10% of your evasion chance, up to a maximum of 60%.",6,0,-160.0,-550.0,,,,,,
Saboteur_basic_gadget_mid_001,Saboteur,basic_gadget_mid_001,basic,Mobile Armory,+2% movement speed per point for each active gadget on the battlefield.,8,0,480.0,50.0,,,,,,
Saboteur_basic_gadget_mid_002,Saboteur,basic_gadget_mid_002,basic,Overcautious,+4% evasion chance per point while any of your gadgets are under attack.,6,0,640.0,-70.0,,,,,,
Saboteur_basic_gadget_mid_003,Saboteur,basic_gadget_mid_003,keystone,Synchronized,"When one of your traps is triggered, the nearest active gadget immediately fires at the triggering enemy. When one of your gadgets is destroyed, the nearest active trap triggers instantly.",1,0,320.0,170.0,,,,,,
Saboteur_basic_gadget_mid_004,Saboteur,basic_gadget_mid_004,basic,Emergency Protocol,+5% movement speed and +5% evasion per point for 5 seconds when a gadget is destroyed.,6,0,480.0,-670.0,,,,,,
Saboteur_basic_gadget_mid_005,Saboteur,basic_gadget_mid_005,keystone,Calculated Risk,Your evasion chance is permanently set to 0%. All gadget damage is increased by 3% for every 1% of evasion chance you would have had from all sources.,1,0,320.0,-70.0,,,,,,
Saboteur_basic_gadget_mid_006,Saboteur,basic_gadget_mid_006,basic,Sentry Network,+2% evasion chance per point while within 15 meters of at least one active gadget.,6,0,160.0,-790.0,,,,,,
Saboteur_basic_gadget_mid_007,Saboteur,basic_gadget_mid_007,keystone,Jury Rigged,"Your gadgets cannot be destroyed. Instead, when they would be destroyed they are reduced to 1 HP and gain +100% damage and +100% attack speed until repaired to full HP. Can only trigger once per gadget per deployment.",1,0,640.0,-190.0,,,,,,
Masochist_basic_spine_000,Masochist,basic_spine_000,basic,Anguish,"Unlocks the Anguish resource. Anguish is generated by health you lose: 1 Anguish per 1% of maximum health lost to damage, and 1 Anguish per 1% of maximum health spent as an ability cost. Healing removes it at the same rate, 1 Anguish per 1% of maximum health restored, so health regeneration is what decays it rather than a timer. Base maximum Anguish is 100.",1,0,0.0,1200.0,,,,,,
Masochist_basic_spine_001,Masochist,basic_spine_001,basic,Pain Tolerance,+1% increased Maximum Health and +0.5% increased Armor per point.,12,0,-160.0,1040.0,,,,,,
Masochist_basic_spine_002,Masochist,basic_spine_002,basic,Willing Flesh,+2% increased Health Regeneration per point.,6,0,160.0,1040.0,,,,,,
Masochist_basic_spine_003,Masochist,basic_spine_003,basic,Cataclysmic Resonance,+1% increased damage per point for 5 seconds after you take damage of a Cataclysm type other than Demonic.,12,0,-160.0,880.0,,,,,,
Masochist_basic_spine_004,Masochist,basic_spine_004,basic,Brutal Determination,+2% increased Life Leech per point.,10,0,-160.0,720.0,,,,,,
Masochist_basic_spine_005,Masochist,basic_spine_005,basic,Echoes of Agony,Damage taken from damage over time effects is reduced by 1% per point.,10,0,160.0,720.0,,,,,,
Masochist_basic_spine_006,Masochist,basic_spine_006,basic,Open Wounds,+2% increased Anguish gained from health lost to damage per point.,8,0,-160.0,560.0,,,,,,
Masochist_basic_spine_007,Masochist,basic_spine_007,basic,Blood Price,+2% increased Anguish gained from health spent as an ability cost per point.,8,0,160.0,560.0,,,,,,
Masochist_basic_spine_008,Masochist,basic_spine_008,basic,Scar Tissue,+2% increased maximum Anguish per point.,8,0,-160.0,400.0,,,,,,
Masochist_basic_spine_009,Masochist,basic_spine_009,basic,Hardened Nerves,+2% increased Crowd Control Resistance per point.,6,0,160.0,400.0,,,,,,
Masochist_basic_spine_010,Masochist,basic_spine_010,basic,Retributive Instinct,+3% increased Retaliation per point.,6,0,-160.0,240.0,,,,,,
Masochist_keystone_spine_001,Masochist,keystone_spine_001,keystone,Communion of Pain,While your Anguish is at maximum you deal 20% more damage and take 20% more damage.,1,0,-320.0,1240.0,,,,,,
Masochist_keystone_spine_002,Masochist,keystone_spine_002,keystone,Sanguine Ledger,"Health regeneration no longer removes Anguish, but your Health Regeneration is halved.",1,0,-320.0,720.0,,,,,,
Masochist_keystone_spine_003,Masochist,keystone_spine_003,keystone,Reciprocity,Your Retaliation damage is increased by 1% for each point of Anguish you currently hold.,1,0,-160.0,80.0,,,,,,
Masochist_basic_fc_stem0,Masochist,basic_fc_stem0,basic,Iron Hide,+3% increased Armor per point.,8,0,-400.0,400.0,,,,,,
Masochist_basic_fc_stem1,Masochist,basic_fc_stem1,basic,Bulk,+1% increased Maximum Health per point.,6,0,-640.0,400.0,,,,,,
Masochist_basic_fc_stem2,Masochist,basic_fc_stem2,basic,Reprisal,+3% increased Retaliation per point.,6,0,-880.0,400.0,,,,,,
Masochist_basic_fc_a0,Masochist,basic_fc_a0,basic,Vicious Onslaught,+1% increased Attack Damage per point for every 5% of your maximum health that is missing.,12,0,-640.0,200.0,,,,,,
Masochist_basic_fc_a1,Masochist,basic_fc_a1,basic,Blood Offering,"Taking physical damage grants a stack of Bloodlust for 5 seconds, up to 5 stacks. Each stack gives +1% increased melee physical damage per point.",10,0,-880.0,200.0,,,,,,
Masochist_basic_fc_a2,Masochist,basic_fc_a2,basic,Thirst for Pain,"While you are Bleeding, +2% increased Attack Speed per point.",8,0,-1120.0,200.0,,,,,,
Masochist_basic_fc_b0,Masochist,basic_fc_b0,basic,Battle-Scarred,+2% increased Armor per point for each unique debuff on you.,8,0,-640.0,600.0,,,,,,
Masochist_basic_fc_b1,Masochist,basic_fc_b1,basic,Undying Hunger,+3% increased Life Leech per point.,8,0,-880.0,600.0,,,,,,
Masochist_basic_fc_b2,Masochist,basic_fc_b2,basic,Mutilation Mastery,Your melee critical strikes have a 5% chance per point to apply Bleeding.,8,0,-1120.0,600.0,,,,,,
Masochist_basic_fc_c0,Masochist,basic_fc_c0,basic,Gorge,+2% increased Anguish gained from health lost to damage per point.,6,0,-1120.0,400.0,,,,,,
Masochist_basic_fc_c1,Masochist,basic_fc_c1,basic,Unflinching,+2% increased Crowd Control Resistance per point.,6,0,-1360.0,400.0,,,,,,
Masochist_keystone_fc_kA,Masochist,keystone_fc_kA,keystone,Carnage,"Killing an enemy while above 75 Anguish grants a stack of Carnage for 8 seconds, up to 10 stacks. Each stack gives 3% more melee damage.",1,0,-1360.0,200.0,,,,,,
Masochist_keystone_fc_kB,Masochist,keystone_fc_kB,keystone,Wounds That Feed,Healing from Life Leech does not remove Anguish.,1,0,-1360.0,600.0,,,,,,
Masochist_keystone_fc_kC,Masochist,keystone_fc_kC,keystone,Flesh Craver,"You gain 30% more Anguish from health lost to damage, and 50% less Anguish from health spent as an ability cost.",1,0,-1600.0,400.0,,,,,,
Masochist_basic_ss_stem0,Masochist,basic_ss_stem0,basic,Void-Attuned,+1% increased Chaos damage per point.,8,0,400.0,400.0,,,,,,
