Name,Effect,EnchantmentType,Weight,Tags,IsNegative
Positive_Critical_hit_chance_is_increased_by_20_40_agai,Critical hit chance is increased by 20%-40% against Boss enemies,Generic,2.0,"Scope.BossOnly, Stat.Offense.Crit",False
Positive_Your_block_chance_is_increased_by_10_20,Your block chance is increased by 10%-20%,Generic,2.0,Stat.Defense.Block,False
Positive_Each_successful_block_increases_your_next_attack,"Each successful block increases your next attack's damage by 10%-20%, stacking up to 5 times",Generic,2.0,"Stat.Defense.Block, Stat.Offense.Global",False
Positive_Consecutive_blocks_within_3_seconds_each_block_5,Consecutive blocks within 3 seconds each block 5%-10% more damage,Generic,2.0,Stat.Defense.Block,False
Positive_Strike_skills_deal_20_40_increased_damage_agai,Strike skills deal 20%-40% increased damage against enemies affected by a DoT,Generic,2.0,"Type.Strike, Keyword.DoT.Generic",False
Positive_Strike_skills_reduce_enemy_armor_by_3_6_per_hi,"Strike skills reduce enemy armor by 3%-6% per hit for 5 seconds, up to 6 stacks",Generic,2.0,"Type.Strike, Stat.Defense.Armor",False
Positive_Strike_skills_have_a_10_20_chance_to_execute_e,Strike skills have a 10%-20% chance to execute enemies below 15% HP,Generic,2.0,"Type.Strike, Trigger.LowLife",False
Positive_Bleed_stacks_you_apply_deal_30_60_increased_da,Bleed stacks you apply deal 30%-60% increased damage,Generic,2.0,Keyword.DoT.Bleed,False
Positive_Enemies_with_5_or_more_bleed_stacks_take_20_40,Enemies with 5 or more bleed stacks take 20%-40% increased damage from all sources,Generic,2.0,"Keyword.DoT.Bleed, Stat.Offense.Global",False
Positive_Critical_hits_apply_2_4_additional_bleed_stacks,Critical hits apply 2-4 additional bleed stacks,Generic,2.0,"Keyword.DoT.Bleed, Trigger.OnCrit",False
Positive_When_an_enemy_dies_with_bleed_stacks_the_stacks,When an enemy dies with bleed stacks the stacks spread to the nearest enemy within 5 meters,Generic,2.0,"Keyword.DoT.Bleed, Trigger.OnDeath, Type.AOE.PointBlank",False
Positive_Bleed_damage_you_deal_also_leeches_10_20_of_it,Bleed damage you deal also leeches 10%-20% of its value as HP,Generic,2.0,"Keyword.DoT.Bleed, Stat.Recovery.Leech",False
Positive_Persistent_AOE_zones_deal_10_20_increased_dama,Persistent AOE zones deal 10%-20% increased damage for each enemy standing in them,Generic,2.0,"Type.AOE.Persistent, Stat.Offense.Global",False
Positive_You_deal_15_30_increased_damage_to_enemies_sta,You deal 15%-30% increased damage to enemies standing in your persistent AOE zones,Generic,2.0,"Type.AOE.Persistent, Stat.Offense.Global",False
Positive_Your_persistent_AOE_zones_follow_you_as_you_move,Your persistent AOE zones follow you as you move at 50% of your movement speed,Generic,2.0,Type.AOE.Persistent,False
Positive_You_take_15_30_less_damage_from_melee_attacks,You take 15%-30% less damage from melee attacks,Generic,2.0,Stat.Defense.Melee,False
Positive_Melee_attacks_that_hit_you_have_a_10_20_chance,Melee attacks that hit you have a 10%-20% chance to be reflected back as retaliation damage,Generic,2.0,"Stat.Defense.Melee, Stat.Defense.Retaliation",False
Positive_Each_melee_hit_you_take_reduces_the_attacker_s_d,"Each melee hit you take reduces the attacker's damage by 3%-5% for 3 seconds, stacking up to 5 times",Generic,2.0,"Stat.Defense.Melee, Type.Debuff",False
Positive_Your_critical_hits_ignore_20_40_of_enemy_armor,Your critical hits ignore 20%-40% of enemy armor,Generic,2.0,"Stat.Offense.Penetration, Stat.Offense.Crit, Stat.Defense.Armor",False
Positive_Your_DoTs_ignore_20_40_of_enemy_resistances,Your DoTs ignore 20%-40% of enemy resistances,Generic,2.0,"Stat.Offense.Penetration, Keyword.DoT.Generic, Stat.Defense.Resist",False
Positive_Your_first_hit_against_each_enemy_ignores_all_ar,Your first hit against each enemy ignores all armor,Generic,2.0,"Stat.Offense.Penetration, Scope.FirstHit, Stat.Defense.Armor",False
Positive_Hitting_an_enemy_reduces_their_armor_by_2_4_fo,"Hitting an enemy reduces their armor by 2%-4% for 5 seconds, stacking indefinitely",Generic,2.0,"Stat.Offense.Penetration, Stat.Defense.Armor",False
Positive_Each_class_point_spent_above_100_grants_0_5_1,Each class point spent above 100 grants 0.5%-1% increased damage,Generic,2.0,"Stat.Progression.ClassPoints, Stat.Offense.Global",False
Positive_Class_points_spent_in_your_primary_tree_are_10,Class points spent in your primary tree are 10%-20% more effective,Generic,2.0,Stat.Progression.ClassPoints,False
Positive_Your_first_hit_against_each_enemy_in_a_combat_ig,Your first hit against each enemy in a combat ignores all resistances,Generic,3.0,"Scope.FirstHit, Stat.Defense.Resist",False
Positive_This_weapon_has_2_4_damage_types,This weapon has 2-4 damage types,Generic,3.0,"Element.Demonic, Element.Celestial, Element.Void, Element.Death, Element.War, Element.Pestilence, Element.Chaos, Element.Famine, Item.Slot.Weapon",False
Positive_You_take_5_20_less_damage_from_melee_attacks,You take 5-20% less damage from melee attacks,Generic,3.0,Stat.Defense.Melee,False
Positive_Unaffected_by_bleeding,Unaffected by bleeding,Generic,3.0,Keyword.DoT.Bleed,False
Positive_You_are_cleansed_every_5_seconds,You are cleansed every 5 seconds,Generic,3.0,Trigger.Timer,False
Positive_DoTs_deal_damage_to_your_mana_pool_first,DoTs deal damage to your mana pool first,Generic,3.0,"Keyword.DoT.Generic, Stat.Resource.Mana",False
Positive_Your_movement_abilities_no_longer_share_a_cooldo,Your movement abilities no longer share a cooldown,Generic,3.0,Slot.Movement,False
Positive_Gain_5_15_of_your_damage_as_health_leech,Gain 5%-15% of your damage as health leech,Generic,3.0,Stat.Recovery.Leech,False
Positive_Each_skill_has_a_20_40_chance_to_cast_a_duplic,Each skill has a 20%-40% chance to cast a duplicate at 50% damage,Generic,3.0,Scope.Global,False
Positive_Blocking_attacks_deals_200_400_of_your_armor_a,Blocking attacks deals 200%-400% of your armor as damage to nearby enemies,Generic,3.0,"Stat.Defense.Armor, Stat.Defense.Block, Type.AOE.PointBlank",False
Positive_Your_auras_are_20_50_more_effective,Your auras are 20%-50% more effective,Generic,3.0,"Type.AOE.Aura, Slot.Aura",False
Positive_Gain_30_50_more_armor,Gain 30%-50% more armor,Generic,3.0,Stat.Defense.Armor,False
Positive_Leech_50_100_more,Leech 50%-100% more,Generic,3.0,Stat.Recovery.Leech,False
Positive_Your_cooldown_abilities_have_a_5_20_chance_to,Your cooldown abilities have a 5%-20% chance to deal 50%-200% increased damage,Generic,3.0,Scope.Global,False
Positive_Gain_20_50_movespeed,Gain 20%-50% movespeed,Generic,3.0,Stat.Utility.Movespeed,False
Positive_Your_movement_abilities_pull_all_nearby_enemies,Your movement abilities pull all nearby enemies to you on arrival,Generic,3.0,"Slot.Movement, Keyword.CC",False
Positive_Your_movement_abilities_cause_an_explosion_at_th,Your movement abilities cause an explosion at the starting and end locations,Generic,3.0,"Slot.Movement, Type.AOE.PointBlank",False
Positive_When_a_trap_is_triggered_the_nearest_unarmed_tr,"When a trap is triggered, the nearest unarmed trap within 10 meters arms instantly",Generic,3.0,Type.Trap,False
Positive_Traps_deal_15_30_increased_damage_for_each_oth,Traps deal 15%-30% increased damage for each other trap currently active on the battlefield,Generic,3.0,Type.Trap,False
Positive_Triggered_traps_have_a_25_50_chance_to_reset_a,Triggered traps have a 25%-50% chance to reset and rearm instead of being consumed,Generic,3.0,Type.Trap,False
Positive_Traps_apply_1_2_bleed_stacks_to_all_enemies_caug,Traps apply 1-2 bleed stacks to all enemies caught in their blast,Generic,3.0,"Type.Trap, Keyword.DoT.Bleed",False
Positive_When_a_trap_triggers_all_enemies_within_4_6_met,"When a trap triggers, all enemies within 4-6 meters are pulled toward the blast center",Generic,3.0,"Type.Trap, Keyword.CC",False
Positive_Traps_deal_30_50_of_their_damage_as_a_DoT_over,Traps deal 30%-50% of their damage as a DoT over 3 seconds to triggered enemies,Generic,3.0,"Type.Trap, Keyword.DoT.Generic",False
Positive_Placing_a_trap_generates_a_burst_of_evasion_gra,"Placing a trap generates a burst of evasion, granting 10%-20% evasion chance for 3 seconds",Generic,3.0,"Type.Trap, Stat.Defense.Evasion",False
Positive_Gadgets_deal_5_10_increased_damage_for_each_se,"Gadgets deal 5%-10% increased damage for each second they have been active, up to 30 seconds",Generic,3.0,Type.Deployable,False
Positive_When_a_gadget_is_destroyed_the_nearest_active_t,"When a gadget is destroyed, the nearest active trap within 10 meters is triggered immediately",Generic,3.0,"Type.Deployable, Type.Trap",False
Positive_Gadgets_apply_a_15_25_armor_reduction_to_enemi,Gadgets apply a 15%-25% armor reduction to enemies they hit for 3 seconds,Generic,3.0,"Type.Deployable, Stat.Defense.Armor",False
Positive_Each_active_gadget_increases_your_evasion_chance,Each active gadget increases your evasion chance by 5%-10%,Generic,3.0,"Type.Deployable, Stat.Defense.Evasion",False
Positive_Gadgets_that_survive_for_15_seconds_gain_a_perma,Gadgets that survive for 15 seconds gain a permanent 20%-40% damage bonus for the rest of their duration,Generic,3.0,Type.Deployable,False
Positive_Gadgets_apply_a_1_2_second_stagger_to_enemies_th,"Gadgets apply a 1-2 second stagger to enemies they hit, once every 5 seconds",Generic,3.0,"Type.Deployable, Keyword.CC",False
Positive_Each_active_gadget_increases_trap_damage_by_10,Each active gadget increases trap damage by 10%-20%,Generic,3.0,"Type.Trap, Type.Deployable",False
Positive_Your_basic_attack_is_converted_into_a_placeable,"Your basic attack is converted into a placeable trap. When triggered, it fires your basic attack at the nearest enemy. Scales off trap damage. Shares your basic attack cooldown across all placed copies.",Generic,3.0,"Type.Trap, Slot.Basic, Scope.BasicOnly",False
Positive_Your_basic_attack_is_converted_into_a_deployable,"Your basic attack is converted into a deployable gadget that fires your basic attack at the nearest enemy within range, once per basic attack cooldown. Scales off gadget damage.",Generic,3.0,"Type.Deployable, Slot.Basic, Scope.BasicOnly",False
Positive_Your_heavy_attack_applies_its_full_effect_twice,Your heavy attack applies its full effect twice if you have not moved in the last 2 seconds,Generic,3.0,"Slot.Heavy, Scope.WhileStationary",False
Positive_Your_heavy_attack_cooldown_is_reduced_by_0_5_1_5,Your heavy attack cooldown is reduced by 0.5-1.5 seconds each time you land a critical hit,Generic,3.0,"Slot.Heavy, Trigger.OnCrit",False
Positive_Your_special_ability_has_20_40_increased_area,Your special ability has 20%-40% increased area of effect,Generic,3.0,Slot.Special,False
Positive_Your_special_ability_deals_20_40_increased_dam,Your special ability deals 20%-40% increased damage while you are moving,Generic,3.0,"Slot.Special, Scope.WhileMoving",False
Positive_Your_support_ability_duration_is_increased_by_50,Your support ability duration is increased by 50%-100%,Generic,3.0,Slot.Support,False
Positive_Your_support_ability_cooldown_is_reduced_by_20,Your support ability cooldown is reduced by 20%-40%,Generic,3.0,Slot.Support,False
Positive_Your_aura_affects_a_30_60_larger_area,Your aura affects a 30%-60% larger area,Generic,3.0,"Slot.Aura, Type.AOE.Aura",False
Positive_Your_aura_costs_30_50_less_mana_per_second,Your aura costs 30%-50% less mana per second,Generic,3.0,"Slot.Aura, Stat.Resource.Mana",False
Positive_After_using_your_movement_ability_your_next_atta,After using your movement ability your next attack deals 30%-60% increased damage,Generic,3.0,"Slot.Movement, Stat.Offense.Global",False
Positive_Blocking_an_attack_has_a_20_40_chance_to_reset,Blocking an attack has a 20%-40% chance to reset your heavy attack cooldown,Generic,3.0,"Trigger.OnBlock, Slot.Heavy",False
Positive_Blocking_an_attack_grants_10_20_increased_dama,Blocking an attack grants 10%-20% increased damage for 3 seconds,Generic,3.0,"Trigger.OnBlock, Stat.Offense.Global",False
Positive_Blocking_an_attack_restores_3_6_of_your_maximu,Blocking an attack restores 3%-6% of your maximum HP,Generic,3.0,"Trigger.OnBlock, Stat.Defense.Life",False
Positive_Blocking_an_attack_generates_5_10_of_your_clas,Blocking an attack generates 5%-10% of your class resource,Generic,3.0,"Trigger.OnBlock, Stat.Resource.ClassResource",False
Positive_Critical_hits_restore_2_4_of_your_maximum_HP,Critical hits restore 2%-4% of your maximum HP,Generic,3.0,"Trigger.OnCrit, Stat.Defense.Life",False
Positive_Critical_hits_apply_a_random_DoT_to_the_target,Critical hits apply a random DoT to the target,Generic,3.0,"Trigger.OnCrit, Keyword.DoT.Generic",False
Positive_Critical_hits_have_a_15_30_chance_to_reset_you,Critical hits have a 15%-30% chance to reset your movement ability cooldown,Generic,3.0,"Trigger.OnCrit, Slot.Movement",False
Positive_When_you_dodge_an_attack_gain_15_30_increased,When you dodge an attack gain 15%-30% increased damage for 3 seconds,Generic,3.0,"Trigger.OnDodge, Stat.Offense.Global",False
Positive_Dodging_an_attack_restores_5_10_of_your_maximu,Dodging an attack restores 5%-10% of your maximum HP,Generic,3.0,"Trigger.OnDodge, Stat.Defense.Life",False
Positive_Dodging_an_attack_has_a_20_40_chance_to_reset,Dodging an attack has a 20%-40% chance to reset your movement ability cooldown,Generic,3.0,"Trigger.OnDodge, Slot.Movement",False
Positive_When_an_enemy_dies_near_you_restore_5_10_of_y,"When an enemy dies near you, restore 5%-10% of your maximum HP",Generic,3.0,"Trigger.OnDeath, Trigger.OnKill, Stat.Defense.Life",False
Positive_Each_skill_use_generates_1_3_of_your_maximum_c,Each skill use generates 1%-3% of your maximum class resource,Generic,3.0,"Trigger.OnSkillUse, Stat.Resource.ClassResource",False
Positive_When_your_class_resource_is_full_gain_10_20_d,"When your class resource is full, gain 10%-20% damage reduction for 3 seconds",Generic,3.0,"Trigger.OnResourceFull, Stat.Defense.Global",False
Positive_When_your_class_resource_is_full_your_movement,"When your class resource is full, your movement speed is increased by 15%-30%",Generic,3.0,"Trigger.OnResourceFull, Stat.Utility.Movespeed",False
Positive_Applying_a_DoT_to_an_enemy_grants_5_10_increas,"Applying a DoT to an enemy grants 5%-10% increased damage for 4 seconds, stacking up to 5 times",Generic,3.0,"Trigger.OnStatusApplied, Keyword.DoT.Generic, Stat.Offense.Global",False
Positive_Applying_a_CC_effect_grants_10_20_increased_mo,Applying a CC effect grants 10%-20% increased movement speed for 3 seconds,Generic,3.0,"Trigger.OnStatusApplied, Keyword.CC, Stat.Utility.Movespeed",False
Positive_Stagger_effects_you_apply_last_50_100_longer,Stagger effects you apply last 50%-100% longer,Generic,3.0,"Keyword.Stagger, Keyword.CC",False
Positive_Hitting_a_staggered_enemy_resets_your_heavy_atta,Hitting a staggered enemy resets your heavy attack cooldown,Generic,3.0,"Keyword.Stagger, Slot.Heavy, Trigger.OnHit",False
Positive_Charge_skills_knock_down_enemies_they_hit_for_1,Charge skills knock down enemies they hit for 1-2 seconds,Generic,3.0,"Keyword.Charge, Keyword.CC, Keyword.Stagger",False
Positive_After_using_a_charge_skill_gain_20_40_increase,After using a charge skill gain 20%-40% increased attack speed for 4 seconds,Generic,3.0,"Keyword.Charge, Stat.Offense.Speed",False
Positive_Your_energy_shield_recharges_30_60_faster,Your energy shield recharges 30%-60% faster,Generic,3.0,"Keyword.Shield, Stat.Defense.EnergyShield, Stat.Recovery.Regen",False
Positive_Summoned_minions_deal_30_50_increased_damage_f,Summoned minions deal 30%-50% increased damage for the first 5 seconds after being summoned,Generic,3.0,"Keyword.Summon, Type.Minion, Type.Summon",False
Positive_Summoning_a_minion_grants_you_5_10_increased_d,Summoning a minion grants you 5%-10% increased damage for 5 seconds,Generic,3.0,"Keyword.Summon, Type.Summon, Stat.Offense.Global",False
Positive_Summoned_minions_inherit_10_25_of_your_armor_a,Summoned minions inherit 10%-25% of your armor and resistances,Generic,3.0,"Keyword.Summon, Type.Minion, Stat.Defense.Armor",False
Positive_Consuming_a_resource_stack_or_charge_grants_5_1,Consuming a resource stack or charge grants 5%-10% increased damage for 3 seconds,Generic,3.0,"Keyword.Consume, Stat.Offense.Global",False
Positive_Each_resource_or_charge_consumed_restores_1_3,Each resource or charge consumed restores 1%-3% of your maximum HP,Generic,3.0,"Keyword.Consume, Stat.Defense.Life",False
Positive_While_moving_your_leech_is_increased_by_20_40,"While moving, your leech is increased by 20%-40%",Generic,3.0,"Scope.WhileMoving, Stat.Recovery.Leech",False
Positive_While_moving_your_DoTs_deal_20_40_increased_d,"While moving, your DoTs deal 20%-40% increased damage",Generic,3.0,"Scope.WhileMoving, Keyword.DoT.Generic",False
Positive_While_moving_your_evasion_chance_is_increased_b,"While moving, your evasion chance is increased by 10%-20%",Generic,3.0,"Scope.WhileMoving, Stat.Defense.Evasion",False
Positive_While_stationary_your_gadgets_deal_20_40_incr,"While stationary, your gadgets deal 20%-40% increased damage",Generic,3.0,"Scope.WhileStationary, Type.Deployable",False
Positive_While_stationary_your_aura_radius_is_doubled,"While stationary, your aura radius is doubled",Generic,3.0,"Scope.WhileStationary, Slot.Aura, Type.AOE.Aura",False
Positive_Your_first_hit_against_each_enemy_has_a_50_100,Your first hit against each enemy has a 50%-100% chance to stagger them,Generic,3.0,"Scope.FirstHit, Keyword.Stagger, Keyword.CC",False
Positive_Your_ranged_skills_have_20_40_increased_range,Your ranged skills have 20%-40% increased range,Generic,3.0,"Stat.Offense.Range, Type.Ranged",False
Positive_Your_melee_skills_have_20_40_increased_reach,Your melee skills have 20%-40% increased reach,Generic,3.0,"Stat.Offense.Range, Type.Melee",False
Positive_Your_aura_radius_is_increased_by_30_60,Your aura radius is increased by 30%-60%,Generic,3.0,"Stat.Offense.Range, Slot.Aura, Type.AOE.Aura",False
Positive_Your_retaliation_damage_also_applies_a_random_Do,Your retaliation damage also applies a random DoT to attackers,Generic,3.0,"Keyword.DoT.Generic, Stat.Defense.Retaliation",False
Positive_Regenerate_2_5_of_your_maximum_mana_per_second,Regenerate 2%-5% of your maximum mana per second,Generic,3.0,"Stat.Recovery.Regen, Stat.Resource.Mana",False
Positive_HP_regeneration_is_doubled_while_out_of_combat,HP regeneration is doubled while out of combat,Generic,3.0,"Stat.Recovery.Regen, Stat.Defense.Life",False
Positive_When_your_class_resource_is_above_75_all_skill,"When your class resource is above 75%, all skills cost 20%-40% less mana",Generic,3.0,"Stat.Resource.ClassResource, Stat.Resource.Mana",False
Positive_Melee_skills_have_a_10_20_chance_to_hit_all_en,Melee skills have a 10%-20% chance to hit all enemies within 3 meters,Generic,3.0,"Type.Melee, Type.AOE.PointBlank",False
Positive_Each_consecutive_melee_hit_on_the_same_enemy_inc,Each consecutive melee hit on the same enemy increases damage by 5%-10% up to 8 stacks,Generic,3.0,"Type.Melee, Stat.Offense.Global",False
Positive_Melee_kills_restore_3_6_of_your_maximum_HP,Melee kills restore 3%-6% of your maximum HP,Generic,3.0,"Type.Melee, Trigger.OnKill, Stat.Defense.Life",False
Positive_Ranged_skills_have_30_60_increased_projectile,Ranged skills have 30%-60% increased projectile speed,Generic,3.0,"Type.Ranged, Type.Projectile",False
Positive_Ranged_kills_have_a_20_40_chance_to_refund_the,Ranged kills have a 20%-40% chance to refund the skill cooldown,Generic,3.0,"Type.Ranged, Trigger.OnKill",False
Positive_Buff_effects_you_apply_last_30_60_longer,Buff effects you apply last 30%-60% longer,Generic,3.0,Type.Buff,False
Positive_Debuff_effects_you_apply_last_30_60_longer,Debuff effects you apply last 30%-60% longer,Generic,3.0,Type.Debuff,False
Positive_Applying_a_debuff_to_an_enemy_reduces_their_dama,Applying a debuff to an enemy reduces their damage output by 10%-20%,Generic,3.0,Type.Debuff,False
Positive_Healing_skills_also_restore_10_20_of_the_heale,Healing skills also restore 10%-20% of the healed amount as energy shield,Generic,3.0,"Type.Heal, Stat.Defense.EnergyShield, Keyword.Shield",False
Positive_Using_a_healing_skill_grants_10_20_increased_d,Using a healing skill grants 10%-20% increased damage for 5 seconds,Generic,3.0,"Type.Heal, Stat.Offense.Global",False
Positive_Summoned_minions_have_30_50_increased_HP,Summoned minions have 30%-50% increased HP,Generic,3.0,"Type.Summon, Type.Minion",False
Positive_Enemies_affected_by_your_burn_effects_have_10_2,Enemies affected by your burn effects have 10%-20% reduced armor,Generic,3.0,"Keyword.DoT.Burn, Stat.Defense.Armor",False
Positive_Enemies_with_5_or_more_poison_stacks_are_slowed,Enemies with 5 or more poison stacks are slowed by 30%-50%,Generic,3.0,"Keyword.DoT.Poison, Keyword.CC",False
Positive_Poison_stacks_you_apply_have_30_60_increased_d,Poison stacks you apply have 30%-60% increased duration,Generic,3.0,Keyword.DoT.Poison,False
Positive_Disease_effects_you_apply_also_reduce_enemy_armo,Disease effects you apply also reduce enemy armor by 5%-15%,Generic,3.0,"Keyword.DoT.Disease, Stat.Defense.Armor",False
Positive_Each_void_splinter_stack_on_an_enemy_increases_y,Each void splinter stack on an enemy increases your damage against them by 3%-5%,Generic,3.0,"Keyword.DoT.VoidSplinter, Stat.Offense.Global",False
Positive_Your_retaliation_damage_also_applies_a_bleed_sta,Your retaliation damage also applies a bleed stack to the attacker,Generic,3.0,"Stat.Defense.Retaliation, Keyword.DoT.Bleed",False
Positive_Retaliation_damage_has_a_20_40_chance_to_stagg,Retaliation damage has a 20%-40% chance to stagger the attacker,Generic,3.0,"Stat.Defense.Retaliation, Keyword.Stagger",False
Positive_Retaliation_damage_applies_a_2_4_second_slow_to,Retaliation damage applies a 2-4 second slow to the attacker,Generic,3.0,"Stat.Defense.Retaliation, Keyword.CC",False
Positive_Spells_have_20_40_increased_area_of_effect,Spells have 20%-40% increased area of effect,Generic,3.0,"Type.Spell, Type.AOE.PointBlank",False
Positive_Each_spell_cast_reduces_your_next_spell_cooldown,Each spell cast reduces your next spell cooldown by 0.5-1.5 seconds,Generic,3.0,Type.Spell,False
Positive_While_below_35_HP_your_movement_speed_is_increa,While below 35% HP your movement speed is increased by 20%-40%,Generic,3.0,"Trigger.LowLife, Stat.Utility.Movespeed",False
Positive_Every_10_seconds_gain_a_stack_of_momentum_granti,"Every 10 seconds gain a stack of momentum granting 5%-10% increased damage, up to 5 stacks",Generic,3.0,"Trigger.Timer, Stat.Offense.Global",False
Positive_Every_8_seconds_your_next_attack_deals_100_200,Every 8 seconds your next attack deals 100%-200% increased damage,Generic,3.0,"Trigger.Timer, Stat.Offense.Global",False
Positive_Every_15_seconds_regenerate_10_20_of_your_maxi,Every 15 seconds regenerate 10%-20% of your maximum HP instantly,Generic,3.0,"Trigger.Timer, Stat.Defense.Life, Stat.Recovery.Regen",False
Positive_Blocked_attacks_restore_1_3_of_your_maximum_ma,Blocked attacks restore 1%-3% of your maximum mana,Generic,3.0,"Stat.Defense.Block, Stat.Resource.Mana",False
Positive_Strike_skills_have_a_15_30_chance_to_apply_a_r,Strike skills have a 15%-30% chance to apply a random debuff on hit,Generic,3.0,"Type.Strike, Type.Debuff",False
Positive_Strike_skills_generate_5_10_of_your_class_reso,Strike skills generate 5%-10% of your class resource on hit,Generic,3.0,"Type.Strike, Stat.Resource.ClassResource",False
Positive_Bleed_stacks_you_apply_have_50_100_increased_d,Bleed stacks you apply have 50%-100% increased duration,Generic,3.0,Keyword.DoT.Bleed,False
Positive_Your_bleed_stacks_also_reduce_enemy_movement_spe,Your bleed stacks also reduce enemy movement speed by 5%-10% per stack,Generic,3.0,"Keyword.DoT.Bleed, Keyword.CC",False
Positive_Your_persistent_AOE_zones_also_slow_enemies_with,Your persistent AOE zones also slow enemies within them by 20%-35%,Generic,3.0,"Type.AOE.Persistent, Keyword.CC",False
Positive_Enemies_that_enter_your_persistent_AOE_zones_are,Enemies that enter your persistent AOE zones are briefly staggered,Generic,3.0,"Type.AOE.Persistent, Keyword.Stagger, Keyword.CC",False
Positive_Persistent_AOE_zones_apply_a_DoT_to_enemies_stan,Persistent AOE zones apply a DoT to enemies standing in them,Generic,3.0,"Type.AOE.Persistent, Keyword.DoT.Generic",False
Positive_Increase_your_auras_AOE_by_100,Increase your auras AOE by 100%,Generic,4.0,"Type.AOE.Aura, Slot.Aura",False
Positive_Add_2_4_to_your_maximum_minion_count,Add 2-4 to your maximum minion count,Generic,4.0,Type.Minion,False
Positive_Your_minions_leave_behind_chaos_pools_when_they,Your minions leave behind chaos pools when they die,Generic,4.0,"Type.Minion, Element.Chaos",False
Positive_Gain_5_10_attack_speed_on_basic_attack_for_4_s,Gain 5%-10% attack speed on basic attack for 4 seconds,Generic,4.0,"Stat.Offense.Speed, Scope.BasicOnly, Slot.Basic",False
Positive_Teleport_to_a_random_location_within_4_meters_wh,Teleport to a random location within 4 meters when hit,Generic,4.0,"Slot.Movement, Trigger.OnHit",False
Positive_Gain_50_100_increased_damage_while_under_the_e,Gain 50%-100% increased damage while under the effect of a DoT,Generic,4.0,Keyword.DoT.Generic,False
Positive_Regenerate_5_10_of_your_maximum_mana_per_secon,Regenerate 5%-10% of your maximum mana per second,Generic,4.0,"Stat.Resource.Mana, Stat.Recovery.Regen",False
Positive_Gain_20_50_increased_movespeed_after_taking_da,Gain 20%-50% increased movespeed after taking damage,Generic,4.0,"Stat.Utility.Movespeed, Trigger.OnHit",False
Positive_When_you_evade_a_ranged_attack_throw_an_attack,"When you evade a ranged attack, throw an attack dealing 20-70% of your attack damage at that enemy",Generic,4.0,"Stat.Defense.Evasion, Type.Projectile",False
Positive_25_50_of_damage_taken_is_dealt_over_4_8_second,25%-50% of damage taken is dealt over 4-8 seconds,Generic,4.0,Keyword.DoT.Generic,False
Positive_Traps_arm_30_60_faster,Traps arm 30%-60% faster,Generic,4.0,Type.Trap,False
Positive_Traps_have_30_50_increased_trigger_radius,Traps have 30%-50% increased trigger radius,Generic,4.0,Type.Trap,False
Positive_Traps_deal_20_40_increased_damage,Traps deal 20%-40% increased damage,Generic,4.0,Type.Trap,False
Positive_Traps_last_50_100_longer_before_expiring,Traps last 50%-100% longer before expiring,Generic,4.0,Type.Trap,False
Positive_Traps_apply_a_20_35_slow_to_triggered_enemies,Traps apply a 20%-35% slow to triggered enemies for 2-4 seconds,Generic,4.0,"Type.Trap, Keyword.CC",False
Positive_Gadgets_fire_20_40_faster,Gadgets fire 20%-40% faster,Generic,4.0,Type.Deployable,False
Positive_Gadgets_deal_20_40_increased_damage,Gadgets deal 20%-40% increased damage,Generic,4.0,Type.Deployable,False
Positive_Gadgets_have_40_70_increased_HP,Gadgets have 40%-70% increased HP,Generic,4.0,Type.Deployable,False
Positive_Gadgets_last_30_60_longer,Gadgets last 30%-60% longer,Generic,4.0,Type.Deployable,False
Positive_Gadgets_have_20_40_increased_attack_range,Gadgets have 20%-40% increased attack range,Generic,4.0,Type.Deployable,False
Positive_Your_special_ability_is_converted_into_a_placeab,"Your special ability is converted into a placeable trap. When triggered, it activates your special ability centered on the triggering enemy. Scales off trap damage. All placed copies share the special ability cooldown.",Generic,4.0,"Type.Trap, Slot.Special",False
Positive_Your_support_ability_is_converted_into_a_placeab,"Your support ability is converted into a placeable trap. When triggered, it activates your support ability centered on the triggering enemy. Scales off trap damage. All placed copies share the support ability cooldown.",Generic,4.0,"Type.Trap, Slot.Support, Type.Buff",False
Positive_Your_special_ability_is_converted_into_a_deploya,"Your special ability is converted into a deployable gadget that activates your special ability once per special ability cooldown, targeting the nearest enemy within range. Scales off gadget damage.",Generic,4.0,"Type.Deployable, Slot.Special",False
Positive_Your_support_ability_is_converted_into_a_deploya,"Your support ability is converted into a deployable gadget that activates your support ability once per support ability cooldown, centered on its current location. Scales off gadget damage.",Generic,4.0,"Type.Deployable, Slot.Support, Type.Buff",False
Positive_Using_your_support_ability_grants_you_10_20_in,Using your support ability grants you 10%-20% increased movement speed for 3 seconds,Generic,4.0,"Slot.Support, Stat.Utility.Movespeed",False
Positive_Each_skill_use_increases_your_movement_speed_by,"Each skill use increases your movement speed by 3%-5% for 2 seconds, stacking up to 5 times",Generic,4.0,"Trigger.OnSkillUse, Stat.Utility.Movespeed",False
Positive_Casting_a_spell_grants_5_10_increased_movement,Casting a spell grants 5%-10% increased movement speed for 3 seconds,Generic,4.0,"Type.Spell, Stat.Utility.Movespeed",False
Positive_Every_10_seconds_your_movement_speed_is_increase,Every 10 seconds your movement speed is increased by 30%-50% for 3 seconds,Generic,4.0,"Trigger.Timer, Stat.Utility.Movespeed",False
