Name,Enchantment,Stat,ValueKind,ValueLow,ValueHigh,RequiredTags,Condition,ConditionValue,Scale,ScaleStep,Action,ActionEvent,FractionOf,ScaleMaxSteps,StackSeconds,ScaleOffset,EverySeconds,EveryNth,ScaleStepHigh
Negative_Healing_effects_on_you_are_reduced_by_30_50#1,Negative_Healing_effects_on_you_are_reduced_by_30_50,healing_received_reduction,flat,30.0,50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Projectiles_deal_10_30_less_damage#1,Negative_Projectiles_deal_10_30_less_damage,attack_damage,more,-10.0,-30.0,Type.Projectile,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Projectiles_deal_10_30_less_damage#2,Negative_Projectiles_deal_10_30_less_damage,spell_damage,more,-10.0,-30.0,Type.Projectile,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_While_moving_you_take_15_25_increased_damage#1,Negative_While_moving_you_take_15_25_increased_damage,damage_taken,increased,15.0,25.0,,while_moving,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Your_direct_damage_is_reduced_by_25#1,Negative_Your_direct_damage_is_reduced_by_25,attack_damage,increased,-25.0,-25.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Your_direct_damage_is_reduced_by_25#2,Negative_Your_direct_damage_is_reduced_by_25,spell_damage,increased,-25.0,-25.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Reflect_20_50_of_damage_taken_back_to_attacker#1,Positive_Reflect_20_50_of_damage_taken_back_to_attacker,retaliation,flat,20.0,50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_moving_your_damage_is_increased_by_15_30#1,Positive_While_moving_your_damage_is_increased_by_15_30,attack_damage,increased,15.0,30.0,,while_moving,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_moving_your_damage_is_increased_by_15_30#2,Positive_While_moving_your_damage_is_increased_by_15_30,spell_damage,increased,15.0,30.0,,while_moving,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_stationary_your_damage_is_increased_by_20#1,Positive_While_stationary_your_damage_is_increased_by_20,attack_damage,increased,20.0,40.0,,while_stationary,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_stationary_your_damage_is_increased_by_20#2,Positive_While_stationary_your_damage_is_increased_by_20,spell_damage,increased,20.0,40.0,,while_stationary,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_stationary_for_more_than_3_seconds_your_a#1,Positive_While_stationary_for_more_than_3_seconds_your_a,armor,more,100.0,100.0,,stationary_for_seconds,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Reflect_20_40_of_damage_taken_back_at_attacker#1,Positive_Reflect_20_40_of_damage_taken_back_at_attacker,retaliation,flat,20.0,40.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_special_ability_deals_20_40_increased_dam#1,Positive_Your_special_ability_deals_20_40_increased_dam,attack_damage,increased,20.0,40.0,Slot.Special,while_moving,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_special_ability_deals_20_40_increased_dam#2,Positive_Your_special_ability_deals_20_40_increased_dam,spell_damage,increased,20.0,40.0,Slot.Special,while_moving,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_stationary_your_aura_radius_is_doubled#1,Positive_While_stationary_your_aura_radius_is_doubled,area_of_effect,more,100.0,100.0,Slot.Aura,while_stationary,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Summoned_minions_have_30_50_increased_HP#1,Positive_Summoned_minions_have_30_50_increased_HP,minion_health,increased,30.0,50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Plague_Doctor_2_Piece_Bonus_Your_DoT_effects#1,Positive_Plague_Doctor_2_Piece_Bonus_Your_DoT_effects,dot_damage,more,25.0,25.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Minion_maximum_health_is_reduced_by_50#1,Negative_Minion_maximum_health_is_reduced_by_50,minion_health,increased,-50.0,-50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Tyrant_s_Chains_2_Piece_Bonus_Your_pets_and_m#1,Positive_Tyrant_s_Chains_2_Piece_Bonus_Your_pets_and_m,minion_damage,increased,50.0,50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_heal_above_60_of_your_maximum_HP#1,Negative_You_cannot_heal_above_60_of_your_maximum_HP,healing_ceiling_reduction,flat,40.0,40.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_be_healed_above_75_of_your_maximum_H#1,Negative_You_cannot_be_healed_above_75_of_your_maximum_H,healing_ceiling_reduction,flat,25.0,25.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_After_using_a_charge_skill_gain_20_40_increase#1,Positive_After_using_a_charge_skill_gain_20_40_increase,attack_speed,increased,20.0,40.0,,seconds_after_charge_skill,4.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Gain_5_10_attack_speed_on_basic_attack_for_4_s#1,Positive_Gain_5_10_attack_speed_on_basic_attack_for_4_s,attack_speed,increased,5.0,10.0,,seconds_after_basic_attack,4.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Blocking_an_attack_grants_10_20_increased_dama#1,Positive_Blocking_an_attack_grants_10_20_increased_dama,attack_damage,increased,10.0,20.0,,seconds_after_block,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Blocking_an_attack_grants_10_20_increased_dama#2,Positive_Blocking_an_attack_grants_10_20_increased_dama,spell_damage,increased,10.0,20.0,,seconds_after_block,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Summoning_a_minion_grants_you_5_10_increased_d#1,Positive_Summoning_a_minion_grants_you_5_10_increased_d,attack_damage,increased,5.0,10.0,,seconds_after_summon,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Summoning_a_minion_grants_you_5_10_increased_d#2,Positive_Summoning_a_minion_grants_you_5_10_increased_d,spell_damage,increased,5.0,10.0,,seconds_after_summon,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_you_dodge_an_attack_gain_15_30_increased#1,Positive_When_you_dodge_an_attack_gain_15_30_increased,attack_damage,increased,15.0,30.0,,seconds_after_dodge,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_you_dodge_an_attack_gain_15_30_increased#2,Positive_When_you_dodge_an_attack_gain_15_30_increased,spell_damage,increased,15.0,30.0,,seconds_after_dodge,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Taking_a_hit_reduces_your_damage_by_5_10_for_3#1,Negative_Taking_a_hit_reduces_your_damage_by_5_10_for_3,attack_damage,increased,-5.0,-10.0,,seconds_after_hit_taken,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Taking_a_hit_reduces_your_damage_by_5_10_for_3#2,Negative_Taking_a_hit_reduces_your_damage_by_5_10_for_3,spell_damage,increased,-5.0,-10.0,,seconds_after_hit_taken,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_your_class_resource_hits_zero_gain_20_40#1,Positive_When_your_class_resource_hits_zero_gain_20_40,attack_damage,increased,20.0,40.0,,seconds_after_resource_empty,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_your_class_resource_hits_zero_gain_20_40#2,Positive_When_your_class_resource_hits_zero_gain_20_40,spell_damage,increased,20.0,40.0,,seconds_after_resource_empty,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_your_class_resource_is_full_gain_10_20_d#1,Positive_When_your_class_resource_is_full_gain_10_20_d,damage_reduction,flat,10.0,20.0,,seconds_after_resource_full,3.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_your_class_resource_hits_zero_instantly_re#1,Positive_When_your_class_resource_hits_zero_instantly_re,,,20.0,40.0,,,0.0,,0.0,health,resource_empty,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Blocking_an_attack_restores_3_6_of_your_maximu#1,Positive_Blocking_an_attack_restores_3_6_of_your_maximu,,,3.0,6.0,,,0.0,,0.0,health,block,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Blocking_an_attack_generates_5_10_of_your_clas#1,Positive_Blocking_an_attack_generates_5_10_of_your_clas,,,5.0,10.0,,,0.0,,0.0,class_resource,block,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Blocked_attacks_restore_1_3_of_your_maximum_ma#1,Positive_Blocked_attacks_restore_1_3_of_your_maximum_ma,,,1.0,3.0,,,0.0,,0.0,mana,block,maximum,0,0.0,0.0,0.0,0,0.0
Negative_Blocking_attacks_reduces_your_class_resource_by#1,Negative_Blocking_attacks_reduces_your_class_resource_by,,,-5.0,-10.0,,,0.0,,0.0,class_resource,block,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Dodging_an_attack_restores_5_10_of_your_maximu#1,Positive_Dodging_an_attack_restores_5_10_of_your_maximu,,,5.0,10.0,,,0.0,,0.0,health,dodge,maximum,0,0.0,0.0,0.0,0,0.0
Negative_Dodging_an_attack_drains_5_10_of_your_class_re#1,Negative_Dodging_an_attack_drains_5_10_of_your_class_re,,,-5.0,-10.0,,,0.0,,0.0,class_resource,dodge,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Skills_that_cost_HP_restore_that_amount_as_mana#1,Positive_Skills_that_cost_HP_restore_that_amount_as_mana,,,100.0,100.0,,,0.0,,0.0,mana,health_cost,event_amount,0,0.0,0.0,0.0,0,0.0
Positive_Killing_an_enemy_while_below_30_HP_instantly_re#1,Positive_Killing_an_enemy_while_below_30_HP_instantly_re,,,15.0,25.0,,health_below,30.0,,0.0,health,kill,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Melee_kills_restore_3_6_of_your_maximum_HP#1,Positive_Melee_kills_restore_3_6_of_your_maximum_HP,,,3.0,6.0,Type.Melee,,0.0,,0.0,health,kill,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Critical_strikes_restore_2_4_of_your_maximum_H#1,Positive_Critical_strikes_restore_2_4_of_your_maximum_H,,,2.0,4.0,,,0.0,,0.0,health,critical_strike,maximum,0,0.0,0.0,0.0,0,0.0
Negative_Critical_strikes_drain_3_6_of_your_current_HP#1,Negative_Critical_strikes_drain_3_6_of_your_current_HP,,,-3.0,-6.0,,,0.0,,0.0,health,critical_strike,current,0,0.0,0.0,0.0,0,0.0
Positive_When_an_enemy_dies_near_you_restore_5_10_of_y#1,Positive_When_an_enemy_dies_near_you_restore_5_10_of_y,,,5.0,10.0,,,0.0,,0.0,health,nearby_death,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Each_skill_use_generates_1_3_of_your_maximum_c#1,Positive_Each_skill_use_generates_1_3_of_your_maximum_c,,,1.0,3.0,,,0.0,,0.0,class_resource,skill_use,maximum,0,0.0,0.0,0.0,0,0.0
Positive_Strike_skills_generate_5_10_of_your_class_reso#1,Positive_Strike_skills_generate_5_10_of_your_class_reso,,,5.0,10.0,Type.Strike,,0.0,,0.0,class_resource,hit_dealt,maximum,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_armor#1,Negative_You_have_no_armor,armor,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_no_longer_regenerate_mana#1,Negative_You_no_longer_regenerate_mana,mana_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#1,Negative_You_have_no_resistances,resistance_war,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#2,Negative_You_have_no_resistances,resistance_demonic,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#3,Negative_You_have_no_resistances,resistance_death,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#4,Negative_You_have_no_resistances,resistance_pestilence,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#5,Negative_You_have_no_resistances,resistance_famine,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#6,Negative_You_have_no_resistances,resistance_celestial,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#7,Negative_You_have_no_resistances,resistance_chaos,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_resistances#8,Negative_You_have_no_resistances,resistance_void,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Your_maximum_mana_is_reduced_to_zero#1,Negative_Your_maximum_mana_is_reduced_to_zero,max_mana,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_regenerate_mana_through_any_means#1,Negative_You_cannot_regenerate_mana_through_any_means,mana_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_regenerate_mana_through_any_means#2,Negative_You_cannot_regenerate_mana_through_any_means,mana_leech,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_regenerate_mana_through_any_means#3,Negative_You_cannot_regenerate_mana_through_any_means,mana_on_hit,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Can_t_regen_your_hp#1,Negative_Can_t_regen_your_hp,health_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_health_leech#1,Negative_You_have_no_health_leech,life_leech,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_deal_no_retaliation_damage#1,Negative_You_deal_no_retaliation_damage,retaliation,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Cannot_block#1,Negative_Cannot_block,block_chance,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Can_t_leech_mana#1,Negative_Can_t_leech_mana,mana_leech,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_health_mana_es_regen#1,Negative_You_have_no_health_mana_es_regen,health_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_health_mana_es_regen#2,Negative_You_have_no_health_mana_es_regen,mana_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_have_no_health_mana_es_regen#3,Negative_You_have_no_health_mana_es_regen,energy_shield_regen,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Starvation_2_Piece_Bonus_You_have_5_life_m#1,Positive_Starvation_2_Piece_Bonus_You_have_5_life_m,life_leech,flat,5.0,5.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Starvation_2_Piece_Bonus_You_have_5_life_m#2,Positive_Starvation_2_Piece_Bonus_You_have_5_life_m,mana_leech,flat,5.0,5.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Starvation_2_Piece_Bonus_You_have_5_life_m#3,Positive_Starvation_2_Piece_Bonus_You_have_5_life_m,energy_shield_leech,flat,5.0,5.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_evade_or_block_melee_attacks#1,Negative_You_cannot_evade_or_block_melee_attacks,evasion,removed,1.0,1.0,,hit_is_melee_attack,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_evade_or_block_melee_attacks#2,Negative_You_cannot_evade_or_block_melee_attacks,block_chance,removed,1.0,1.0,,hit_is_melee_attack,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Cannot_evade_melee_attacks#1,Negative_Cannot_evade_melee_attacks,evasion,removed,1.0,1.0,,hit_is_melee_attack,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_below_30_HP_you_are_immune_to_crowd_contr#1,Positive_While_below_30_HP_you_are_immune_to_crowd_contr,crowd_control_resistance,flat,100.0,100.0,,health_below,30.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_spells_cost_10_20_less_mana#1,Positive_Your_spells_cost_10_20_less_mana,mana_cost,more,-10.0,-20.0,Type.Spell,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_aura_costs_30_50_less_mana_per_second#1,Positive_Your_aura_costs_30_50_less_mana_per_second,mana_cost,more,-30.0,-50.0,Slot.Aura,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Skills_cost_50_75_more_mana#1,Negative_Skills_cost_50_75_more_mana,mana_cost,more,50.0,75.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Your_spells_mana_costs_are_quadrupled#1,Negative_Your_spells_mana_costs_are_quadrupled,mana_cost,more,300.0,300.0,Type.Spell,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Your_auras_cost_100_200_increased_mana_per_sec#1,Negative_Your_auras_cost_100_200_increased_mana_per_sec,mana_cost,increased,100.0,200.0,Slot.Aura,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_below_50_HP_your_skills_cost_no_mana#1,Positive_While_below_50_HP_your_skills_cost_no_mana,mana_cost,removed,1.0,1.0,,health_below,50.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Regenerate_2_5_of_your_maximum_mana_per_second#1,Positive_Regenerate_2_5_of_your_maximum_mana_per_second,mana_regen,flat,2.0,5.0,,,0.0,max_mana,100.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_traps_ignore_20_40_of_enemy_armor#1,Positive_Your_traps_ignore_20_40_of_enemy_armor,armor_penetration,flat,20.0,40.0,Type.Trap,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Add_2_4_to_your_maximum_minion_count#1,Positive_Add_2_4_to_your_maximum_minion_count,minion_cap_bonus,flat,2.0,4.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_class_resource_does_not_decay_out_of_combat#1,Positive_Your_class_resource_does_not_decay_out_of_combat,fervour_decay_per_second,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_cannot_regenerate_HP_above_50_of_your_maxim#1,Negative_You_cannot_regenerate_HP_above_50_of_your_maxim,healing_ceiling_reduction,flat,50.0,50.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Spell_damage_ignores_20_40_of_your_armor#1,Negative_Spell_damage_ignores_20_40_of_your_armor,armor,more,-20.0,-40.0,,hit_is_spell,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_armor#1,Negative_Enemies_ignore_10_20_of_your_armor,armor,more,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Summoned_minions_deal_30_50_increased_damage_f#1,Positive_Summoned_minions_deal_30_50_increased_damage_f,minion_damage,increased,30.0,50.0,,seconds_after_summon,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_After_blocking_you_cannot_block_again_for_1_2_se#1,Negative_After_blocking_you_cannot_block_again_for_1_2_se,block_chance,removed,1.0,1.0,,seconds_after_block,2.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_After_dodging_you_cannot_dodge_again_for_1_2_sec#1,Negative_After_dodging_you_cannot_dodge_again_for_1_2_sec,evasion,removed,1.0,1.0,,seconds_after_dodge,2.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Each_hit_you_take_increases_your_retaliation_dam#1,Positive_Each_hit_you_take_increases_your_retaliation_dam,retaliation,increased,5.0,10.0,,,0.0,bloodlust_stacks,1.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Traps_deal_20_40_increased_damage#1,Positive_Traps_deal_20_40_increased_damage,attack_damage,increased,20.0,40.0,Type.Trap,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Traps_deal_20_40_increased_damage#2,Positive_Traps_deal_20_40_increased_damage,spell_damage,increased,20.0,40.0,Type.Trap,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Gadgets_deal_20_40_increased_damage#1,Positive_Gadgets_deal_20_40_increased_damage,attack_damage,increased,20.0,40.0,Type.Deployable,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Gadgets_deal_20_40_increased_damage#2,Positive_Gadgets_deal_20_40_increased_damage,spell_damage,increased,20.0,40.0,Type.Deployable,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Can_t_inflict_bleeding#1,Negative_Can_t_inflict_bleeding,bleed_chance,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Can_t_inflict_bleeding#2,Negative_Can_t_inflict_bleeding,bleed_on_crit_chance,removed,1.0,1.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_below_50_HP_all_skills_cost_HP_instead_o#1,Positive_While_below_50_HP_all_skills_cost_HP_instead_o,mana_pool_becomes_health,flat,1.0,1.0,,health_below,50.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_While_below_50_HP_all_skills_cost_HP_instead_o#2,Positive_While_below_50_HP_all_skills_cost_HP_instead_o,mana_cost,more,-50.0,-50.0,,health_below,50.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#1,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_war,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#2,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_demonic,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#3,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_death,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#4,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_pestilence,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#5,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_famine,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#6,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_celestial,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#7,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_chaos,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Enemies_ignore_10_20_of_your_resistances#8,Negative_Enemies_ignore_10_20_of_your_resistances,resistance_void,flat,-10.0,-20.0,,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Deal_30_50_more_damage_to_Boss_enemies#1,Positive_Deal_30_50_more_damage_to_Boss_enemies,attack_damage,more,30.0,50.0,,target_is_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Deal_30_50_more_damage_to_Boss_enemies#2,Positive_Deal_30_50_more_damage_to_Boss_enemies,spell_damage,more,30.0,50.0,,target_is_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Deal_40_80_increased_damage_to_Boss_enemies#1,Positive_Deal_40_80_increased_damage_to_Boss_enemies,attack_damage,increased,40.0,80.0,,target_is_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Deal_40_80_increased_damage_to_Boss_enemies#2,Positive_Deal_40_80_increased_damage_to_Boss_enemies,spell_damage,increased,40.0,80.0,,target_is_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_deal_20_35_less_damage_to_non_Boss_enemies#1,Negative_You_deal_20_35_less_damage_to_non_Boss_enemies,attack_damage,more,-20.0,-35.0,,target_is_not_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_deal_20_35_less_damage_to_non_Boss_enemies#2,Negative_You_deal_20_35_less_damage_to_non_Boss_enemies,spell_damage,more,-20.0,-35.0,,target_is_not_boss,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_ultimate_ability_cooldown_is_reduced_by_20#1,Positive_Your_ultimate_ability_cooldown_is_reduced_by_20,cooldown_reduction,flat,20.0,40.0,Slot.Ultimate,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Your_support_ability_cooldown_is_reduced_by_20#1,Positive_Your_support_ability_cooldown_is_reduced_by_20,cooldown_reduction,flat,20.0,40.0,Slot.Support,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Summon_skills_have_30_60_reduced_cooldown#1,Positive_Summon_skills_have_30_60_reduced_cooldown,cooldown_reduction,flat,30.0,60.0,Keyword.Summon,,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Nearby_enemies_deal_10_30_less_damage_to_you#1,Positive_Nearby_enemies_deal_10_30_less_damage_to_you,damage_taken,more,-10.0,-30.0,,opponent_within_metres,5.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Strike_skills_deal_25_40_less_damage_if_you_ha#1,Negative_Strike_skills_deal_25_40_less_damage_if_you_ha,attack_damage,more,-25.0,-40.0,Type.Strike,moved_within_seconds,2.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_Strike_skills_deal_25_40_less_damage_if_you_ha#2,Negative_Strike_skills_deal_25_40_less_damage_if_you_ha,spell_damage,more,-25.0,-40.0,Type.Strike,moved_within_seconds,2.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_When_your_class_resource_is_above_75_all_skill#1,Positive_When_your_class_resource_is_above_75_all_skill,mana_cost,more,-20.0,-40.0,,class_resource_above,75.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Negative_You_take_10_20_increased_damage_from_all_sourc#1,Negative_You_take_10_20_increased_damage_from_all_sourc,damage_taken,increased,10.0,20.0,,energy_shield_above_zero,0.0,,0.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Ranged_skills_deal_10_20_bonus_damage_for_each#1,Positive_Ranged_skills_deal_10_20_bonus_damage_for_each,attack_damage,increased,10.0,20.0,Type.Ranged,,0.0,metres_to_target,1.0,,,,0,0.0,0.0,0.0,0,0.0
Positive_Ranged_skills_deal_10_20_bonus_damage_for_each#2,Positive_Ranged_skills_deal_10_20_bonus_damage_for_each,spell_damage,increased,10.0,20.0,Type.Ranged,,0.0,metres_to_target,1.0,,,,0,0.0,0.0,0.0,0,0.0
