Name,WeaponType,DamageType,Slot,SkillName,SkillDescription,Tags,Shape,ShapeParams,CritChancePercent,DamagePercent,Cooldown,ManaCost
Demonic_Axe_Special,Axe,Demonic,Special,Harrower,"Bury a burning axe in an enemy up to 10 meters away, setting them alight. The axe stays where it lands. When that enemy dies it tears free and buries itself in the nearest living enemy within 10 meters, and it goes on doing so until nothing is left in reach.","Item.Weapon.Axe, Element.Demonic, Type.Projectile, Keyword.DoT.Burn, Trigger.OnDeath, Slot.Special",Projectile,Range=10; Radius=1; Speed=2200; Burn=1; OnDeath=Leap; OnDeathRange=10,-1.0,-1.0,-1.0,-1.0
War_Dagger_Movement,Dagger,War,Movement,Vanishing Trap,"Instantly teleport to a target location up to 12 meters away. If you teleport through or past an enemy, a blade trap is left at your departure point that triggers on any enemy that walks over it for 4 seconds. The trap deals physical damage and applies bleed.","Item.Weapon.Dagger, Element.War, Keyword.DoT.Bleed, Type.Trap, Slot.Movement",,,-1.0,-1.0,-1.0,-1.0
Chaos_Axe_Special,Axe,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Axe_Special,Axe,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Greataxe_Support,Greataxe,Demonic,Support,Burning Wrath,"Stoke your fury into open flame for 10 seconds, gaining 4% more fire damage for every enemy currently burning within 15 meters. While it lasts, any enemy that strikes you in melee is set alight.","Item.Weapon.Greataxe, Element.Demonic, Type.Buff, Stat.Offense.Global, Keyword.DoT.Burn, Trigger.OnHit, Slot.Support",SelfBuff,Duration=10; Radius=15; Burn=1; BurnsAttackers=1; MoreDamagePer=4; ScalingSource=Burning,-1.0,-1.0,-1.0,-1.0
War_Fist_Movement,Fist,War,Movement,Bull Rush,"Lower your shoulder and charge forward, barreling through any enemies in your path and knocking them aside. Each enemy hit takes damage and is briefly staggered. You are immune to crowd control during the rush.","Item.Weapon.Fist, Element.War, Type.Strike, Type.Melee, Keyword.CC, Slot.Movement",,,-1.0,-1.0,-1.0,-1.0
Death_Greataxe_Support,Greataxe,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Greataxe_Support,Greataxe,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Greataxe_Heavy,Greataxe,Demonic,Heavy,Molten Cleave,"Swing your greataxe in a brutal horizontal arc that hits all enemies in a wide cone, setting each one alight. The arc drags a line of molten slag across the ground behind it that burns enemies standing in it for 6 seconds.","Item.Weapon.Greataxe, Element.Demonic, Type.AOE.PointBlank, Type.Strike, Type.Melee, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Heavy",Strike,Radius=4; Angle=120; Burn=1; GroundRadius=4; GroundDuration=6; GroundPercent=16.7,-1.0,-1.0,-1.0,-1.0
War_Shield_Movement,Shield,War,Movement,Shield Charge,"Sprint forward with your shield raised, dealing damage and staggering any enemy caught in your path. The charge deals bonus damage for each meter traveled and is unstoppable — you cannot be staggered or interrupted during the charge.","Item.Weapon.Shield, Element.War, Type.Strike, Type.Melee, Keyword.CC, Slot.Movement",,,-1.0,-1.0,-1.0,-1.0
Death_Greataxe_Heavy,Greataxe,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Greataxe_Heavy,Greataxe,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Greataxe_Ultimate,Greataxe,Demonic,Ultimate,Pyroclasm,"Spin continuously for 3 seconds, dealing rapid hits to all enemies within melee range and flinging molten debris outward. Every enemy hit is set alight, and the ground within 5 meters is left burning for 8 seconds. The final hit at the end of the spin deals 300% weapon damage to all affected enemies.","Item.Weapon.Greataxe, Element.Demonic, Type.AOE.PointBlank, Type.Channel, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Ultimate",Strike,Radius=3.5; Angle=360; Duration=3; Interval=0.5; Burn=1; GroundRadius=5; GroundDuration=8; GroundPercent=12.5; FinalHitPercent=300,-1.0,-1.0,-1.0,-1.0
War_Spear_Movement,Spear,War,Movement,Cavalry Charge,"Sprint forward at high speed for up to 8 meters, impaling the first enemy in your path and carrying them with you. On arrival, slam them into the ground — any active trap within 3 meters of the landing point is immediately triggered centered on the slammed enemy.","Item.Weapon.Spear, Element.War, Type.Strike, Type.Melee, Keyword.CC, Type.Trap, Slot.Movement",,,-1.0,-1.0,-1.0,-1.0
Death_Greataxe_Ultimate,Greataxe,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Greataxe_Ultimate,Greataxe,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Greataxe_Movement,Greataxe,Demonic,Movement,Infernal Plunge,"Leap to a target location and slam down with your greataxe, dealing damage in a 5 meter radius on impact and setting every enemy struck alight. The impact cracks the ground open, leaving a pool of lava for 5 seconds that burns anything standing in it.","Item.Weapon.Greataxe, Element.Demonic, Type.AOE.PointBlank, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Movement",Movement,Mode=Leap; Range=10; Radius=5; Burn=1; GroundRadius=5; GroundDuration=5; GroundPercent=20.0,-1.0,-1.0,-1.0,-1.0
War_Sword_Movement,Sword,War,Movement,Lunge,"Dash forward at high speed, driving your sword into the first enemy in your path. The lunge deals damage on impact and briefly stuns the target for 0.75 seconds.","Item.Weapon.Sword, Element.War, Type.Strike, Type.Melee, Keyword.CC, Slot.Movement",Movement,Mode=Charge; Range=8; Radius=1.5; Effect=Stun; StunSeconds=0.75,-1.0,-1.0,-1.0,-1.0
Death_Greataxe_Movement,Greataxe,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Greataxe_Movement,Greataxe,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Greataxe_Special,Greataxe,Demonic,Special,Emberhurl,"Hurl your greataxe spinning through a group of enemies in a line, hitting each enemy twice, once going out and once returning to your hand. The axe trails fire, setting alight every enemy it passes and leaving its flight path burning for 4 seconds.","Item.Weapon.Greataxe, Element.Demonic, Type.Projectile, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Special",Projectile,Range=12; Radius=1.5; Pierce=99; Returns=1; Speed=1800; Burn=1; GroundRadius=1.5; GroundDuration=4; GroundPercent=25.0,-1.0,-1.0,-1.0,-1.0
War_Whip_Movement,Whip,War,Movement,Whip Swing,"Hook your whip around an anchor point or enemy up to 10 meters away and swing through the air, covering the distance instantly. If hooked to an enemy, the swing yanks them off balance and briefly stuns them for 0.75 seconds on your arrival.","Item.Weapon.Whip, Element.War, Keyword.CC, Slot.Movement",Movement,Mode=Blink; Range=10; Radius=1.5; Effect=Stun; StunSeconds=0.75,-1.0,-1.0,-1.0,-1.0
Death_Greataxe_Special,Greataxe,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Greataxe_Special,Greataxe,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Spear_Support,Spear,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Spear_Support,Spear,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Void_Spear_Support,Spear,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Greataxe_Special,Greataxe,War,Special,Spinning Axe,"Hurl your greataxe spinning through a group of enemies in a line, hitting each enemy twice — once going out and once returning to your hand. Each hit deals full weapon damage and applies bleed.","Item.Weapon.Greataxe, Element.War, Type.Projectile, Keyword.DoT.Bleed, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Spear_Support,Spear,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Spear_Support,Spear,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Spear_Heavy,Spear,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Spear_Heavy,Spear,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Void_Spear_Heavy,Spear,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_2H_Crossbow_Special,2H Crossbow,War,Special,Bolt Trap,"Plant a bolt trap on the ground that fires a bolt at the first enemy to enter its 3 meter detection radius, dealing heavy damage and pinning them in place for 2 seconds.","Item.Weapon.2HCrossbow, Element.War, Keyword.CC, Type.Trap, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Spear_Heavy,Spear,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Spear_Heavy,Spear,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Spear_Heavy,Spear,Demonic,Heavy,Impale,"Drive the spear clean through an enemy up to 4 meters away and leave it standing in them, setting them alight and holding them in place for 4 seconds. While a target is pinned it takes 30% more damage from every source.","Item.Weapon.Spear, Element.Demonic, Type.Strike, Type.Melee, Keyword.CC, Stat.Offense.Global, Keyword.DoT.Burn, Slot.Heavy",Strike,Radius=4; Angle=30; MaxTargets=1; Burn=1; ForcedMovement=Pin; ForcedMovementDuration=4; EffectMagnitude=30,-1.0,-1.0,-1.0,-1.0
Celestial_Spear_Ultimate,Spear,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Spear_Ultimate,Spear,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Void_Spear_Ultimate,Spear,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Greatsword_Special,Greatsword,War,Special,Sundering Throw,"Hurl your greatsword at a target location, dealing massive damage in a line as it travels and embedding itself in the ground. Enemies that walk over the embedded sword take bleed damage. Recall the sword after 5 seconds.","Item.Weapon.Greatsword, Element.War, Type.Projectile, Type.AOE.Persistent, Keyword.DoT.Bleed, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Spear_Ultimate,Spear,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Spear_Ultimate,Spear,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Spear_Movement,Spear,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Spear_Movement,Spear,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Void_Spear_Movement,Spear,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_Warhammer_Special,Warhammer,War,Special,Catapult Stone,"Hurl a massive stone pulled from the earth at a target location up to 12 meters away. The stone deals crushing physical damage in a 4 meter radius on impact, shattering armor on all enemies hit by 25% for 8 seconds.","Item.Weapon.Warhammer, Element.War, Type.Projectile, Type.AOE.PointBlank, Stat.Defense.Armor, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Spear_Movement,Spear,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Spear_Movement,Spear,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Spear_Movement,Spear,Demonic,Movement,Nail Down,"Drive forward up to 12 meters and impale the first enemy you reach, carrying them to the end of the run and nailing them to the ground where you stop. They are set alight and cannot move for 3 seconds.","Item.Weapon.Spear, Element.Demonic, Type.Strike, Type.Melee, Keyword.Charge, Keyword.CC, Keyword.DoT.Burn, Slot.Movement",Movement,"Mode=Charge; Range=12; Radius=1.5; MaxTargets=1; Burn=1; Requires=Target; ForcedMovement=Pin, Drag; ForcedMovementDuration=3",-1.0,-1.0,-1.0,-1.0
Celestial_Spear_Special,Spear,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Pestilence_Spear_Special,Spear,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Void_Spear_Special,Spear,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Axe_Special,Axe,War,Special,Thrown Axe,"Hurl your axe at an enemy, dealing damage and ricocheting to up to 2 additional nearby enemies. Each enemy hit has a 40% chance to begin bleeding.","Item.Weapon.Axe, Element.War, Type.Projectile, Keyword.DoT.Bleed, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Spear_Special,Spear,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Spear_Special,Spear,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Fist_Support,Fist,Demonic,Support,Martyr's Ember,"Take the pain inward and hold it as heat for 10 seconds. 40% of all damage you take while it lasts is stored, and each hit you land spends part of the store as bonus fire damage until it is empty. The store is capped at 200% weapon damage.","Item.Weapon.Fist, Element.Demonic, Type.Buff, Stat.Defense.Retaliation, Stat.Offense.Global, Trigger.OnHit, Slot.Support",SelfBuff,Duration=10,-1.0,-1.0,-1.0,-1.0
Pestilence_Fist_Support,Fist,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Void_Fist_Support,Fist,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Crossbow_Special,Crossbow,War,Special,Bolt Turret,"Fire a specially designed bolt into the ground that deploys into a stationary bolt turret. The turret automatically fires at the nearest enemy within 10 meters every 1.5 seconds, dealing physical damage and applying bleed on each hit. The turret has 200 HP and lasts 5 seconds.","Item.Weapon.Crossbow, Element.War, Type.Deployable, Type.Minion, Keyword.DoT.Bleed, Stat.Offense.Global, Type.Projectile, Slot.Special",Deployable,Count=1; Duration=5; Minions=BoltTurret:1; Effect=Bleed,-1.0,-1.0,-1.0,-1.0
Death_Fist_Support,Fist,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Fist_Support,Fist,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Famine_Fist_Support,Fist,Famine,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Fist_Heavy,Fist,Demonic,Heavy,Searing Hook,"Wind up and deliver a devastating burning hook that deals massive damage to a single target, knocks them back 4 meters and sets them alight. The blow deals 1% increased damage for every 1% of your maximum health you are currently missing.","Item.Weapon.Fist, Element.Demonic, Type.Strike, Type.Melee, Keyword.Stagger, Keyword.DoT.Burn, Trigger.LowLife, Slot.Heavy",Strike,Radius=2.5; Angle=60; MaxTargets=1; Knockback=4; Burn=1; IncreasedDamagePer=1; ScalingSource=HealthMissing,-1.0,-1.0,-1.0,-1.0
Pestilence_Fist_Heavy,Fist,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Void_Fist_Heavy,Fist,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Dagger_Special,Dagger,War,Special,Proximity Mine,"Plant a concealed proximity mine at your current location. The mine arms after 0.5 seconds and detonates when an enemy enters its trigger radius, dealing heavy physical damage in a 3 meter blast radius and applying a bleed to all enemies caught in the explosion.","Item.Weapon.Dagger, Element.War, Type.AOE.PointBlank, Keyword.DoT.Bleed, Stat.Offense.Global, Type.Trap, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Fist_Heavy,Fist,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Fist_Heavy,Fist,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Famine_Fist_Heavy,Fist,Famine,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Fist_Ultimate,Fist,Demonic,Ultimate,Living Pyre,"Set yourself alight for 6 seconds. You cannot be stunned, slowed or knocked back, your own fire does you no harm, and enemies within 4 meters are continuously set alight. Every hit you take raises the pyre's fire damage by 8% with no cap, and returns health equal to 25% of the damage that hit dealt.","Item.Weapon.Fist, Element.Demonic, Type.AOE.Aura, Keyword.DoT.Burn, Stat.Recovery.Leech, Trigger.OnHit, Slot.Ultimate",Aura,"Radius=4; Duration=6; Interval=1; Burn=1; Immune=Stun, Slow, Displacement; MoreDamagePer=8; ScalingSource=HitTaken; HealthFromHitTaken=25",-1.0,-1.0,-1.0,-1.0
Pestilence_Fist_Ultimate,Fist,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Void_Fist_Ultimate,Fist,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Fist_Special,Fist,War,Special,Bolas,"Hurl a set of weighted bolas at a target, wrapping around their legs and immobilizing them for 3 seconds. The bolas also deal physical damage on impact and have a 40% chance to apply a bleed as the weights cut into flesh.","Item.Weapon.Fist, Element.War, Type.Projectile, Keyword.CC, Keyword.DoT.Bleed, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Fist_Ultimate,Fist,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Fist_Ultimate,Fist,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Famine_Fist_Ultimate,Fist,Famine,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Fist_Movement,Fist,Demonic,Movement,Cinder Rush,"Lower your shoulder and charge forward, barrelling through any enemies in your path and knocking them aside. Each enemy hit takes damage and is set alight. You are immune to crowd control during the rush and leave a trail of fire behind you that burns for 5 seconds.","Item.Weapon.Fist, Element.Demonic, Type.Strike, Type.Melee, Keyword.Charge, Keyword.DoT.Burn, Type.AOE.Persistent, Slot.Movement",Movement,Mode=Charge; Range=10; Radius=2; Duration=1.1; Burn=1; GroundRadius=2; GroundDuration=5; GroundPercent=20.0; Immune=CrowdControl,-1.0,-1.0,-1.0,-1.0
Pestilence_Fist_Movement,Fist,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Void_Fist_Movement,Fist,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_Shield_Special,Shield,War,Special,Shield Wall,"Plant your shield firmly in the ground, creating a physical barrier that blocks projectiles and reduces incoming damage from the front by 50% for all allies behind it. The shield wall lasts 8 seconds.","Item.Weapon.Shield, Element.War, Type.Deployable, Stat.Defense.Global, Stat.Defense.Ranged, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Fist_Movement,Fist,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Fist_Movement,Fist,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Famine_Fist_Movement,Fist,Famine,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Fist_Special,Fist,Demonic,Special,Blood Pyre,"Hurl a gout of your own burning blood at a target location, paying 8% of your current health. It ignites on impact, dealing damage in a 3 meter radius and leaving a pyre that burns enemies within it for 8 seconds. Standing in your own pyre does you no harm and doubles your health regeneration.","Item.Weapon.Fist, Element.Demonic, Type.Projectile, Type.AOE.Persistent, Keyword.DoT.Burn, Stat.Resource.HP, Stat.Recovery.Regen, Slot.Special",Projectile,Range=12; Radius=3; Speed=1400; Burn=1; GroundRadius=3; GroundDuration=8; GroundPercent=12.5; HealthCostPercent=8,-1.0,-1.0,-1.0,-1.0
Pestilence_Fist_Special,Fist,Pestilence,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Void_Fist_Special,Fist,Void,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
War_Spear_Special,Spear,War,Special,Ballista,"Hammer a ballista into the ground at your location. The ballista automatically fires massive bolts at the furthest enemy within 15 meters every 2 seconds, dealing enormous physical damage and pinning struck enemies in place for 1 second. The ballista has 500 HP, lasts 8 seconds.","Item.Weapon.Spear, Element.War, Type.Deployable, Type.Minion, Keyword.CC, Stat.Offense.Global, Type.Projectile, Slot.Special",Deployable,Count=1; Duration=8; Minions=Ballista:1,-1.0,-1.0,-1.0,-1.0
Demonic_Spear_Special,Spear,Demonic,Special,Skewer,"Hurl the spear through a line up to 14 meters. Every enemy it passes is set alight and run through onto the one behind them, and the whole line is held together for 4 seconds. Killing any one of them frees the rest.","Item.Weapon.Spear, Element.Demonic, Type.Projectile, Keyword.CC, Keyword.DoT.Burn, Trigger.OnDeath, Slot.Special",Projectile,Range=14; Radius=1.5; Pierce=99; Speed=1800; Burn=1; ForcedMovement=Pin; ForcedMovementDuration=4; OnDeath=Release,-1.0,-1.0,-1.0,-1.0
Death_Fist_Special,Fist,Death,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Chaos_Fist_Special,Fist,Chaos,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Famine_Fist_Special,Fist,Famine,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Celestial_Wand_Support,Wand,Celestial,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Demonic_Wand_Support,Wand,Demonic,Support,Hex of Cinders,"Lay a hex on an enemy up to 12 meters away, applying Shred: their resistance is reduced for 6 seconds. Hexing an enemy that is already burning also sets alight everything within 4 meters of them.","Item.Weapon.Wand, Element.Demonic, Type.Spell, Type.Debuff, Stat.Defense.Resist, Keyword.DoT.Burn, Slot.Support",Debuff,Range=12; MaxTargets=1; EffectDuration=6; Effect=Shred; SpreadWhen=Burning; SpreadRadius=4,-1.0,-1.0,-1.0,-1.0
Pestilence_Wand_Support,Wand,Pestilence,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Void_Wand_Support,Wand,Void,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
War_Sword_Special,Sword,War,Special,Skirmish,"Hurl a throwing sword at a distant target, dealing physical damage and applying bleed. The thrown sword embeds in the target, reducing their movement speed by 30% for 4 seconds.","Item.Weapon.Sword, Element.War, Type.Projectile, Keyword.DoT.Bleed, Keyword.CC, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Wand_Support,Wand,Death,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Chaos_Wand_Support,Wand,Chaos,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Famine_Wand_Support,Wand,Famine,Support,,,Slot.Support,,,-1.0,-1.0,-1.0,-1.0
Celestial_Wand_Heavy,Wand,Celestial,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Demonic_Wand_Heavy,Wand,Demonic,Heavy,Malefice,"Snap a bolt of hellfire at an enemy up to 14 meters away, setting it alight and copying every curse it already carries onto the two nearest enemies.","Item.Weapon.Wand, Element.Demonic, Type.Spell, Type.Projectile, Type.Debuff, Keyword.DoT.Burn, Slot.Heavy",Projectile,Range=14; Radius=1; Speed=2600; Burn=1; SpreadCurses=2,-1.0,-1.0,-1.0,-1.0
Pestilence_Wand_Heavy,Wand,Pestilence,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Void_Wand_Heavy,Wand,Void,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
War_Whip_Special,Whip,War,Special,Snare Line,"Lay a whip trap along the ground that snaps up when triggered, grabbing the first enemy to cross it and immobilizing them for 3 seconds while dealing a burst of physical damage and applying bleed.","Item.Weapon.Whip, Element.War, Type.Deployable, Keyword.CC, Keyword.DoT.Bleed, Slot.Special",,,-1.0,-1.0,-1.0,-1.0
Death_Wand_Heavy,Wand,Death,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Chaos_Wand_Heavy,Wand,Chaos,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Famine_Wand_Heavy,Wand,Famine,Heavy,,,Slot.Heavy,,,-1.0,-1.0,-1.0,-1.0
Celestial_Wand_Ultimate,Wand,Celestial,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Demonic_Wand_Ultimate,Wand,Demonic,Ultimate,Anathema,"Damn everything within 12 meters at once for 350% weapon damage, setting it alight and laying every curse you know on it for 10 seconds: Demonic resistance cut by 40%, and madness on all of them. Anything that dies while damned passes the curse to the nearest living enemy.","Item.Weapon.Wand, Element.Demonic, Type.Spell, Type.AOE.PointBlank, Type.Debuff, Keyword.CC, Stat.Defense.Resist, Keyword.DoT.Burn, Trigger.OnDeath, Slot.Ultimate",Strike,"Radius=12; Angle=360; Burn=1; EffectDuration=10; Effect=Shred, Madness; EffectMagnitude=40; OnDeath=SpreadDebuff; OnDeathRange=8",-1.0,350.0,-1.0,-1.0
Pestilence_Wand_Ultimate,Wand,Pestilence,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Void_Wand_Ultimate,Wand,Void,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
War_Greataxe_Support,Greataxe,War,Support,Blood Frenzy,"Enter a blood frenzy, gaining 5% more damage for every enemy currently bleeding within 15 meters. The frenzy lasts 10 seconds and has no cap on the damage bonus.","Item.Weapon.Greataxe, Element.War, Stat.Offense.Global, Keyword.DoT.Bleed, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Wand_Ultimate,Wand,Death,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Chaos_Wand_Ultimate,Wand,Chaos,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Famine_Wand_Ultimate,Wand,Famine,Ultimate,,,Slot.Ultimate,,,-1.0,-1.0,-1.0,-1.0
Celestial_Wand_Movement,Wand,Celestial,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Demonic_Wand_Movement,Wand,Demonic,Movement,Foul Wake,Slip backward 8 meters and leave your curse behind you. The ground you fled burns for 6 seconds and strips the Demonic resistance of anything that walks into it.,"Item.Weapon.Wand, Element.Demonic, Type.Spell, Type.AOE.Persistent, Type.Debuff, Stat.Defense.Resist, Keyword.DoT.Burn, Slot.Movement",Movement,Mode=Blink; Range=8; Radius=3.5; Burn=1; GroundRadius=3.5; GroundDuration=6; GroundPercent=16.7; Effect=Shred,-1.0,-1.0,-1.0,-1.0
Pestilence_Wand_Movement,Wand,Pestilence,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Void_Wand_Movement,Wand,Void,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
War_2H_Crossbow_Support,2H Crossbow,War,Support,Fortify,"Brace your crossbow and dig in, increasing your armor by 25% and your physical damage by 20% for 10 seconds. You cannot move while braced but your attack speed is increased by 50%.","Item.Weapon.2HCrossbow, Element.War, Stat.Defense.Armor, Stat.Offense.Global, Slot.Support",,,-1.0,-1.0,-1.0,-1.0
Death_Wand_Movement,Wand,Death,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Chaos_Wand_Movement,Wand,Chaos,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Famine_Wand_Movement,Wand,Famine,Movement,,,Slot.Movement,,,-1.0,-1.0,-1.0,-1.0
Celestial_Wand_Special,Wand,Celestial,Special,,,Slot.Special,,,-1.0,-1.0,-1.0,-1.0
Demonic_Wand_Special,Wand,Demonic,Special,Whisper of Madness,"Put a whisper in an enemy's ear, applying Madness: it attacks anything nearby, friend or foe. The whisper lasts twice as long in a mind that is already burning.","Item.Weapon.Wand, Element.Demonic, Type.Spell, Type.Debuff, Keyword.CC, Keyword.DoT.Burn, Slot.Special",Debuff,Range=15; MaxTargets=1; EffectDuration=6; Effect=Madness,-1.0,-1.0,-1.0,-1.0
